sample_id,group_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,bbox_fraction_xy,block_id,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
rb_g023_v5,rb_g023,train,k,3,silicon_die_lower,600.0,600.0,600.0,440,"[0.1777003745, 0.3363139997, 0.4808351309, 0.652782295]",k03,,,,,
rb_g023_v5,rb_g023,train,k,4,silicon_die_upper,50.0,50.0,50.0,256,"[0.2694800973, 0.4032660819, 0.0420857895, 0.1660852541]",k04,,,,,
rb_g023_v5,rb_g023,train,k,5,silicon_die_lower,135.0,135.0,135.0,252,"[0.4292921077, 0.5646588824, 0.0815942633, 0.1886983731]",k05,,,,,
rb_g023_v5,rb_g023,train,k,6,silicon_die_upper,150.0,150.0,150.0,560,"[0.5030464861, 0.65959651, 0.4171352264, 0.6327751565]",k06,,,,,
rb_g023_v5,rb_g023,train,k,7,silicon_die_lower,400.0,400.0,400.0,252,"[0.3051493107, 0.4136739496, 0.7395746014, 0.8763939864]",k07,,,,,
rb_g023_v5,rb_g023,train,q,0,silicon_die_upper,,,,80,"[0.8356376247, 0.9180487564, 0.0987826211, 0.167615933]",q00,1.4865233542920249,0.08744255025247205,6.713867187499994e-11,262.05182738178974,22141089669.74596
rb_g023_v5,rb_g023,train,q,1,silicon_die_lower,,,,96,"[0.1154190027, 0.1869796992, 0.8523757511, 0.9385961973]",q01,2.006940297994038,0.11805531164670813,8.239746093749986e-11,325.2742082602678,24356822105.432873
rb_g023_v5,rb_g023,train,q,2,silicon_die_upper,,,,80,"[0.3923953794, 0.4572708309, 0.5207060051, 0.6073322841]",q02,1.6309944449972125,0.09594084970571838,6.713867187499996e-11,290.21671950385445,24292920897.12213
rb_g023_v5,rb_g023,train,q,3,silicon_die_lower,,,,100,"[0.5803289523, 0.670901813, 0.4198105567, 0.4863036197]",q03,1.8900263099152277,0.11117801823030751,8.583068847656241e-11,313.8292548655744,22020402532.729687
rb_g023_v5,rb_g023,train,q,4,silicon_die_upper,,,,96,"[0.7560575726, 0.8442621477, 0.4552698468, 0.5257657161]",q04,1.5996593296709767,0.09409760762770451,8.056640625000016e-11,257.2602698070966,19855165497.97669
rb_g023_v5,rb_g023,train,q,5,silicon_die_lower,,,,100,"[0.3010455313, 0.3861298833, 0.3733509602, 0.4412938687]",q05,1.6811076714109463,0.09888868655358507,8.583068847656241e-11,290.8048866879631,19586323973.97118
rb_g023_v5,rb_g023,train,q,6,silicon_die_upper,,,,80,"[0.8629459151, 0.9426511433, 0.2680711568, 0.3414561951]",q06,1.4370756096395063,0.0845338593905592,6.713867187499993e-11,245.688757357946,21404587989.39427
rb_g023_v5,rb_g023,train,q,7,silicon_die_lower,,,,80,"[0.7665342488, 0.849693999, 0.2847601442, 0.3494455743]",q07,1.639915978547108,0.09646564579688871,6.866455078125003e-11,304.86105708257526,23883007460.01405
rb_g023_v5,rb_g023,train,q,8,silicon_die_upper,,,,100,"[0.481550362, 0.5558645135, 0.7540395779, 0.8306642811]",q08,2.0645971145477042,0.12144688909104143,8.392333984375013e-11,362.5726052802632,24600988454.363297
rb_g023_v5,rb_g023,train,q,9,silicon_die_lower,,,,80,"[0.2065247187, 0.2745608412, 0.1124281184, 0.2006769356]",q09,1.5631598889852567,0.0919505817050151,6.866455078124994e-11,260.3484250227125,22765165885.45286
rb_g023_v6,rb_g023,train,k,0,silicon_die_upper,135.0,135.0,135.0,400,"[0.7124184102, 0.8594540556, 0.7121367231, 0.8610272017]",k00,,,,,
rb_g023_v6,rb_g023,train,k,1,silicon_die_lower,150.0,150.0,150.0,216,"[0.0825863707, 0.2276635106, 0.1339456119, 0.2277787905]",k01,,,,,
rb_g023_v6,rb_g023,train,k,2,silicon_die_upper,400.0,400.0,400.0,400,"[0.4429130007, 0.6065433146, 0.253798275, 0.4070015135]",k02,,,,,
rb_g023_v6,rb_g023,train,k,3,silicon_die_lower,20.0,20.0,20.0,440,"[0.1777003745, 0.3363139997, 0.4808351309, 0.652782295]",k03,,,,,
rb_g023_v6,rb_g023,train,k,4,silicon_die_upper,120.0,120.0,120.0,256,"[0.2694800973, 0.4032660819, 0.0420857895, 0.1660852541]",k04,,,,,
rb_g023_v6,rb_g023,train,k,5,silicon_die_lower,140.0,140.0,140.0,252,"[0.4292921077, 0.5646588824, 0.0815942633, 0.1886983731]",k05,,,,,
rb_g023_v6,rb_g023,train,k,6,silicon_die_upper,385.0,385.0,385.0,560,"[0.5030464861, 0.65959651, 0.4171352264, 0.6327751565]",k06,,,,,
rb_g023_v6,rb_g023,train,k,7,silicon_die_lower,600.0,600.0,600.0,252,"[0.3051493107, 0.4136739496, 0.7395746014, 0.8763939864]",k07,,,,,
rb_g023_v6,rb_g023,train,q,0,silicon_die_upper,,,,80,"[0.8356376247, 0.9180487564, 0.0987826211, 0.167615933]",q00,2.2762998225819326,0.0910519929032773,6.713867187499994e-11,401.2776028403091,33904451175.62038
rb_g023_v6,rb_g023,train,q,1,silicon_die_lower,,,,96,"[0.1154190027, 0.1869796992, 0.8523757511, 0.9385961973]",q01,2.80939665580668,0.11237586623226721,8.239746093749986e-11,455.3320663399607,34095670228.69387
rb_g023_v6,rb_g023,train,q,2,silicon_die_upper,,,,80,"[0.3923953794, 0.4572708309, 0.5207060051, 0.6073322841]",q02,2.2239593444109804,0.08895837377643923,6.713867187499996e-11,395.7280095126263,33124863544.390476
rb_g023_v6,rb_g023,train,q,3,silicon_die_lower,,,,100,"[0.5803289523, 0.670901813, 0.4198105567, 0.4863036197]",q03,2.7402983622204387,0.10961193448881755,8.583068847656241e-11,455.01260411743505,31926789949.59624
rb_g023_v6,rb_g023,train,q,4,silicon_die_upper,,,,96,"[0.7560575726, 0.8442621477, 0.4552698468, 0.5257657161]",q04,2.5442861714041887,0.10177144685616756,8.056640625000016e-11,409.17696335790146,31579988357.792534
rb_g023_v6,rb_g023,train,q,5,silicon_die_lower,,,,100,"[0.3010455313, 0.3861298833, 0.3733509602, 0.4412938687]",q05,2.7792510871865854,0.11117004348746341,8.583068847656241e-11,480.7662300466204,32380622088.864044
rb_g023_v6,rb_g023,train,q,6,silicon_die_upper,,,,80,"[0.8629459151, 0.9426511433, 0.2680711568, 0.3414561951]",q06,2.2581400724458147,0.09032560289783259,6.713867187499993e-11,386.0615437475605,33633969951.77479
rb_g023_v6,rb_g023,train,q,7,silicon_die_lower,,,,80,"[0.7665342488, 0.849693999, 0.2847601442, 0.3494455743]",q07,2.346712267529962,0.09386849070119847,6.866455078125003e-11,436.2547788464518,34176474481.076336
rb_g023_v6,rb_g023,train,q,8,silicon_die_upper,,,,100,"[0.481550362, 0.5558645135, 0.7540395779, 0.8306642811]",q08,2.809482530674699,0.11237930122698796,8.392333984375013e-11,493.38507423966274,33476772205.508507
rb_g023_v6,rb_g023,train,q,9,silicon_die_lower,,,,80,"[0.2065247187, 0.2745608412, 0.1124281184, 0.2006769356]",q09,2.2121736857387204,0.08848694742954881,6.866455078124994e-11,368.44339406165307,32217114370.79398
rb_g023_v7,rb_g023,train,k,0,silicon_die_upper,140.0,140.0,140.0,400,"[0.7124184102, 0.8594540556, 0.7121367231, 0.8610272017]",k00,,,,,
rb_g023_v7,rb_g023,train,k,1,silicon_die_lower,385.0,385.0,385.0,216,"[0.0825863707, 0.2276635106, 0.1339456119, 0.2277787905]",k01,,,,,
rb_g023_v7,rb_g023,train,k,2,silicon_die_upper,600.0,600.0,600.0,400,"[0.4429130007, 0.6065433146, 0.253798275, 0.4070015135]",k02,,,,,
rb_g023_v7,rb_g023,train,k,3,silicon_die_lower,50.0,50.0,50.0,440,"[0.1777003745, 0.3363139997, 0.4808351309, 0.652782295]",k03,,,,,
rb_g023_v7,rb_g023,train,k,4,silicon_die_upper,135.0,135.0,135.0,256,"[0.2694800973, 0.4032660819, 0.0420857895, 0.1660852541]",k04,,,,,
rb_g023_v7,rb_g023,train,k,5,silicon_die_lower,150.0,150.0,150.0,252,"[0.4292921077, 0.5646588824, 0.0815942633, 0.1886983731]",k05,,,,,
rb_g023_v7,rb_g023,train,k,6,silicon_die_upper,400.0,400.0,400.0,560,"[0.5030464861, 0.65959651, 0.4171352264, 0.6327751565]",k06,,,,,
rb_g023_v7,rb_g023,train,k,7,silicon_die_lower,20.0,20.0,20.0,252,"[0.3051493107, 0.4136739496, 0.7395746014, 0.8763939864]",k07,,,,,
rb_g023_v7,rb_g023,train,q,0,silicon_die_upper,,,,80,"[0.8356376247, 0.9180487564, 0.0987826211, 0.167615933]",q00,2.3059767682368033,0.09223907072947213,6.713867187499994e-11,406.50920436040275,34346475791.628925
rb_g023_v7,rb_g023,train,q,1,silicon_die_lower,,,,96,"[0.1154190027, 0.1869796992, 0.8523757511, 0.9385961973]",q01,2.762393769539355,0.11049575078157418,8.239746093749986e-11,447.7140885496732,33525229274.172493
rb_g023_v7,rb_g023,train,q,2,silicon_die_upper,,,,80,"[0.3923953794, 0.4572708309, 0.5207060051, 0.6073322841]",q02,2.166666082440278,0.08666664329761112,6.713867187499996e-11,385.53333190976014,32271506449.728664
rb_g023_v7,rb_g023,train,q,3,silicon_die_lower,,,,100,"[0.5803289523, 0.670901813, 0.4198105567, 0.4863036197]",q03,2.72323759110731,0.1089295036442924,8.583068847656241e-11,452.17974985621294,31728017559.254906
rb_g023_v7,rb_g023,train,q,4,silicon_die_upper,,,,96,"[0.7560575726, 0.8442621477, 0.4552698468, 0.5257657161]",q04,2.607225415930792,0.10428901663723168,8.056640625000016e-11,419.29897291833663,32361197889.85607
rb_g023_v7,rb_g023,train,q,5,silicon_die_lower,,,,100,"[0.3010455313, 0.3861298833, 0.3733509602, 0.4412938687]",q05,2.8861364505626845,0.11544545802250739,8.583068847656241e-11,499.25569774329716,33625926830.946896
rb_g023_v7,rb_g023,train,q,6,silicon_die_upper,,,,80,"[0.8629459151, 0.9426511433, 0.2680711568, 0.3414561951]",q06,2.307050348193972,0.09228201392775888,6.713867187499993e-11,394.4234592863077,34362466277.100075
rb_g023_v7,rb_g023,train,q,7,silicon_die_lower,,,,80,"[0.7665342488, 0.849693999, 0.2847601442, 0.3494455743]",q07,2.3245334113738503,0.09298133645495402,6.866455078125003e-11,432.1317203354756,33853471477.28813
rb_g023_v7,rb_g023,train,q,8,silicon_die_upper,,,,100,"[0.481550362, 0.5558645135, 0.7540395779, 0.8306642811]",q08,2.7357246314697132,0.10942898525878852,8.392333984375013e-11,480.4321385379148,32597899899.636154
rb_g023_v7,rb_g023,train,q,9,silicon_die_lower,,,,80,"[0.2065247187, 0.2745608412, 0.1124281184, 0.2006769356]",q09,2.181055531145242,0.08724222124580969,6.866455078124994e-11,363.26058288852056,31763923397.585495
