sample_id,group_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,bbox_fraction_xy,block_id,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
rb_g023_v5,rb_g023,train,k,4,silicon_die_upper,50.0,50.0,50.0,256,"[0.2694800973, 0.4032660819, 0.0420857895, 0.1660852541]",k04,,,,,
rb_g023_v5,rb_g023,train,k,5,silicon_die_lower,135.0,135.0,135.0,252,"[0.4292921077, 0.5646588824, 0.0815942633, 0.1886983731]",k05,,,,,
rb_g023_v5,rb_g023,train,k,6,silicon_die_upper,150.0,150.0,150.0,560,"[0.5030464861, 0.65959651, 0.4171352264, 0.6327751565]",k06,,,,,
rb_g023_v5,rb_g023,train,k,7,silicon_die_lower,400.0,400.0,400.0,252,"[0.3051493107, 0.4136739496, 0.7395746014, 0.8763939864]",k07,,,,,
rb_g023_v5,rb_g023,train,q,0,silicon_die_upper,,,,80,"[0.8356376247, 0.9180487564, 0.0987826211, 0.167615933]",q00,2.7981616080791056,0.08744255025247205,6.713867187499994e-11,493.27402801278066,41677345260.69828
rb_g023_v5,rb_g023,train,q,1,silicon_die_lower,,,,96,"[0.1154190027, 0.1869796992, 0.8523757511, 0.9385961973]",q01,3.77776997269466,0.11805531164670813,8.239746093749986e-11,612.2808626075629,45848135727.87364
rb_g023_v5,rb_g023,train,q,2,silicon_die_upper,,,,80,"[0.3923953794, 0.4572708309, 0.5207060051, 0.6073322841]",q02,3.070107190582988,0.09594084970571838,6.713867187499996e-11,546.2902955366671,45727851100.46519
rb_g023_v5,rb_g023,train,q,3,silicon_die_lower,,,,100,"[0.5803289523, 0.670901813, 0.4198105567, 0.4863036197]",q03,3.5576965833698404,0.11117801823030751,8.583068847656241e-11,590.7374209234342,41450169473.37353
rb_g023_v5,rb_g023,train,q,4,silicon_die_upper,,,,96,"[0.7560575726, 0.8442621477, 0.4552698468, 0.5257657161]",q04,3.0111234440865444,0.09409760762770451,8.056640625000016e-11,484.25462551924073,37374429172.662
rb_g023_v5,rb_g023,train,q,5,silicon_die_lower,,,,100,"[0.3010455313, 0.3861298833, 0.3733509602, 0.4412938687]",q05,3.1644379697147222,0.09888868655358507,8.583068847656241e-11,547.3974337655776,36868374539.23987
rb_g023_v5,rb_g023,train,q,6,silicon_die_upper,,,,80,"[0.8629459151, 0.9426511433, 0.2680711568, 0.3414561951]",q06,2.7050835004978944,0.0845338593905592,6.713867187499993e-11,462.47295502672193,40290989156.50687
rb_g023_v5,rb_g023,train,q,7,silicon_die_lower,,,,80,"[0.7665342488, 0.849693999, 0.2847601442, 0.3494455743]",q07,3.0869006655004387,0.09646564579688871,6.866455078125003e-11,573.8561074495534,44956249336.49704
rb_g023_v5,rb_g023,train,q,8,silicon_die_upper,,,,100,"[0.481550362, 0.5558645135, 0.7540395779, 0.8306642811]",q08,3.8863004509133257,0.12144688909104143,8.392333984375013e-11,682.4896099393189,46307742972.91915
rb_g023_v5,rb_g023,train,q,9,silicon_die_lower,,,,80,"[0.2065247187, 0.2745608412, 0.1124281184, 0.2006769356]",q09,2.9424186145604834,0.0919505817050151,6.866455078124994e-11,490.0676235721647,42852076960.85245
rb_g023_v6,rb_g023,train,k,0,silicon_die_upper,135.0,135.0,135.0,400,"[0.7124184102, 0.8594540556, 0.7121367231, 0.8610272017]",k00,,,,,
rb_g023_v6,rb_g023,train,k,1,silicon_die_lower,150.0,150.0,150.0,216,"[0.0825863707, 0.2276635106, 0.1339456119, 0.2277787905]",k01,,,,,
rb_g023_v6,rb_g023,train,k,2,silicon_die_upper,400.0,400.0,400.0,400,"[0.4429130007, 0.6065433146, 0.253798275, 0.4070015135]",k02,,,,,
rb_g023_v6,rb_g023,train,k,3,silicon_die_lower,20.0,20.0,20.0,440,"[0.1777003745, 0.3363139997, 0.4808351309, 0.652782295]",k03,,,,,
rb_g023_v6,rb_g023,train,k,4,silicon_die_upper,120.0,120.0,120.0,256,"[0.2694800973, 0.4032660819, 0.0420857895, 0.1660852541]",k04,,,,,
rb_g023_v6,rb_g023,train,k,5,silicon_die_lower,140.0,140.0,140.0,252,"[0.4292921077, 0.5646588824, 0.0815942633, 0.1886983731]",k05,,,,,
rb_g023_v6,rb_g023,train,k,6,silicon_die_upper,385.0,385.0,385.0,560,"[0.5030464861, 0.65959651, 0.4171352264, 0.6327751565]",k06,,,,,
rb_g023_v6,rb_g023,train,k,7,silicon_die_lower,600.0,600.0,600.0,252,"[0.3051493107, 0.4136739496, 0.7395746014, 0.8763939864]",k07,,,,,
rb_g023_v6,rb_g023,train,q,0,silicon_die_upper,,,,80,"[0.8356376247, 0.9180487564, 0.0987826211, 0.167615933]",q00,3.642079716131092,0.0910519929032773,6.713867187499994e-11,642.0441645444945,54247121880.99261
rb_g023_v6,rb_g023,train,q,1,silicon_die_lower,,,,96,"[0.1154190027, 0.1869796992, 0.8523757511, 0.9385961973]",q01,4.495034649290688,0.11237586623226721,8.239746093749986e-11,728.5313061439372,54553072365.910194
rb_g023_v6,rb_g023,train,q,2,silicon_die_upper,,,,80,"[0.3923953794, 0.4572708309, 0.5207060051, 0.6073322841]",q02,3.558334951057569,0.08895837377643923,6.713867187499996e-11,633.1648152202022,52999781671.024765
rb_g023_v6,rb_g023,train,q,3,silicon_die_lower,,,,100,"[0.5803289523, 0.670901813, 0.4198105567, 0.4863036197]",q03,4.384477379552702,0.10961193448881755,8.583068847656241e-11,728.0201665878961,51082863919.35398
rb_g023_v6,rb_g023,train,q,4,silicon_die_upper,,,,96,"[0.7560575726, 0.8442621477, 0.4552698468, 0.5257657161]",q04,4.070857874246702,0.10177144685616756,8.056640625000016e-11,654.6831413726424,50527981372.468056
rb_g023_v6,rb_g023,train,q,5,silicon_die_lower,,,,100,"[0.3010455313, 0.3861298833, 0.3733509602, 0.4412938687]",q05,4.446801739498537,0.11117004348746341,8.583068847656241e-11,769.2259680745926,51808995342.18247
rb_g023_v6,rb_g023,train,q,6,silicon_die_upper,,,,80,"[0.8629459151, 0.9426511433, 0.2680711568, 0.3414561951]",q06,3.6130241159133036,0.09032560289783259,6.713867187499993e-11,617.6984699960967,53814351922.83967
rb_g023_v6,rb_g023,train,q,7,silicon_die_lower,,,,80,"[0.7665342488, 0.849693999, 0.2847601442, 0.3494455743]",q07,3.754739628047939,0.09386849070119847,6.866455078125003e-11,698.007646154323,54682359169.72214
rb_g023_v6,rb_g023,train,q,8,silicon_die_upper,,,,100,"[0.481550362, 0.5558645135, 0.7540395779, 0.8306642811]",q08,4.495172049079518,0.11237930122698796,8.392333984375013e-11,789.4161187834603,53562835528.813614
rb_g023_v6,rb_g023,train,q,9,silicon_die_lower,,,,80,"[0.2065247187, 0.2745608412, 0.1124281184, 0.2006769356]",q09,3.5394778971819525,0.08848694742954881,6.866455078124994e-11,589.5094304986449,51547382993.27037
rb_g023_v7,rb_g023,train,k,0,silicon_die_upper,140.0,140.0,140.0,400,"[0.7124184102, 0.8594540556, 0.7121367231, 0.8610272017]",k00,,,,,
rb_g023_v7,rb_g023,train,k,1,silicon_die_lower,385.0,385.0,385.0,216,"[0.0825863707, 0.2276635106, 0.1339456119, 0.2277787905]",k01,,,,,
rb_g023_v7,rb_g023,train,k,2,silicon_die_upper,600.0,600.0,600.0,400,"[0.4429130007, 0.6065433146, 0.253798275, 0.4070015135]",k02,,,,,
rb_g023_v7,rb_g023,train,k,3,silicon_die_lower,50.0,50.0,50.0,440,"[0.1777003745, 0.3363139997, 0.4808351309, 0.652782295]",k03,,,,,
rb_g023_v7,rb_g023,train,k,4,silicon_die_upper,135.0,135.0,135.0,256,"[0.2694800973, 0.4032660819, 0.0420857895, 0.1660852541]",k04,,,,,
rb_g023_v7,rb_g023,train,k,5,silicon_die_lower,150.0,150.0,150.0,252,"[0.4292921077, 0.5646588824, 0.0815942633, 0.1886983731]",k05,,,,,
rb_g023_v7,rb_g023,train,k,6,silicon_die_upper,400.0,400.0,400.0,560,"[0.5030464861, 0.65959651, 0.4171352264, 0.6327751565]",k06,,,,,
rb_g023_v7,rb_g023,train,k,7,silicon_die_lower,20.0,20.0,20.0,252,"[0.3051493107, 0.4136739496, 0.7395746014, 0.8763939864]",k07,,,,,
rb_g023_v7,rb_g023,train,q,0,silicon_die_upper,,,,80,"[0.8356376247, 0.9180487564, 0.0987826211, 0.167615933]",q00,4.409027580868767,0.09223907072947213,6.713867187499994e-11,777.24559873709,65670461713.5945
rb_g023_v7,rb_g023,train,q,1,silicon_die_lower,,,,96,"[0.1154190027, 0.1869796992, 0.8523757511, 0.9385961973]",q01,5.281696887359246,0.11049575078157418,8.239746093749986e-11,856.029337306975,64100238372.217804
rb_g023_v7,rb_g023,train,q,2,silicon_die_upper,,,,80,"[0.3923953794, 0.4572708309, 0.5207060051, 0.6073322841]",q02,4.142665549625812,0.08666664329761112,6.713867187499996e-11,737.1397306114613,61703120331.88121
rb_g023_v7,rb_g023,train,q,3,silicon_die_lower,,,,100,"[0.5803289523, 0.670901813, 0.4198105567, 0.4863036197]",q03,5.206830274197176,0.1089295036442924,8.583068847656241e-11,864.567681725079,60663969573.29537
rb_g023_v7,rb_g023,train,q,4,silicon_die_upper,,,,96,"[0.7560575726, 0.8442621477, 0.4552698468, 0.5257657161]",q04,4.985014995259674,0.10428901663723168,8.056640625000016e-11,801.6996362198595,61874610365.40481
rb_g023_v7,rb_g023,train,q,5,silicon_die_lower,,,,100,"[0.3010455313, 0.3861298833, 0.3733509602, 0.4412938687]",q05,5.518292893475853,0.11544545802250739,8.583068847656241e-11,954.5768940851843,64292772100.77046
rb_g023_v7,rb_g023,train,q,6,silicon_die_upper,,,,80,"[0.8629459151, 0.9426511433, 0.2680711568, 0.3414561951]",q06,4.411080265746874,0.09228201392775888,6.713867187499993e-11,754.1376541554204,65701035521.81534
rb_g023_v7,rb_g023,train,q,7,silicon_die_lower,,,,80,"[0.7665342488, 0.849693999, 0.2847601442, 0.3494455743]",q07,4.444507882546802,0.09298133645495402,6.866455078125003e-11,826.2358492814294,64727837464.574905
rb_g023_v7,rb_g023,train,q,8,silicon_die_upper,,,,100,"[0.481550362, 0.5558645135, 0.7540395779, 0.8306642811]",q08,5.230705495370091,0.10942898525878852,8.392333984375013e-11,918.5862488844931,62327184608.104324
rb_g023_v7,rb_g023,train,q,9,silicon_die_lower,,,,80,"[0.2065247187, 0.2745608412, 0.1124281184, 0.2006769356]",q09,4.170178175549703,0.08724222124580969,6.866455078124994e-11,694.5542344828513,60732621536.18346
