sample_id,split_role,sobol_index,package_total_power_W,top_h_W_m2K,bottom_h_W_m2K,source_count,k_region_count,total_source_volume_m3,mean_q_W_m3,max_q_W_m3,mean_local_k_W_mK,peak_deltaT_K,mean_deltaT_K,cv_rms_deltaT_K,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,cg_iterations,minimum_support_nodes_per_region,coordinate_sha256,support_index_sha256
v6p1i_0058,train,58,6.714578154496848,1262.3762449590424,58.399729519676946,5,6,5.062866210937491e-10,12983569755.886501,19502882518.543774,238.88541237679806,70.2379881031818,48.584994521172426,48.81493201167034,0.9664313307570287,0.03356866924257891,3.9240954355452136e-13,1.0622522819522079e-10,1634,8,33c23f8a4aeec9ad1c425ebe2ff54dd0c4a7e8dec83ab3083a8091bda871e04c,1c62a6fcd9e7b7661bc9553bf9345f9dc101651cbbb3522354511fd4eb18bdff
v6p1i_0059,train,59,2.745840582065284,564.4807946724142,102.3700126537293,7,6,1.093978881835937e-09,2719743711.8119,4167517396.238193,170.39708998233758,47.578787330821626,39.361172806878365,39.85462138569076,0.9090819778743638,0.09091802212711031,-1.4741633811776223e-12,7.871590284900399e-11,1384,8,430a05136d1020b8b1fc0c23da0abad2de426c78d7c98e75c5cdcd532a18fb28,7bf9eb9b93bb7062b75716dc330f2179440b091f4fc162223b0b285f10bee44e
v6p1i_0060,train,60,3.6035377671942115,1931.681579245423,45.81648483720241,6,7,6.976318359375e-10,5157410665.0605,6436636633.068175,95.37174433807391,25.961468877310722,17.78560044795583,17.862955745017253,0.9819751437603456,0.018024856254972507,-1.5318028798568817e-11,1.0832377926875862e-10,1390,5,7e50b4a2b15f565f596f2be0b6179e27ecbf41a17b34abb9407ca788548e9eb2,37b8d5f0e176b8d0b6915ee749763d05870474c2cbc721acd7b627dbec75ede5
v6p1i_0061,test_iid,61,6.950632273219524,863.3413609243071,83.21262510618021,8,2,1.4424133300781242e-09,4802767693.618385,6365645523.798406,42.35892616490949,86.29138710385752,69.15460551710315,69.6597050435943,0.9398028232304051,0.06019717675148403,1.8110898204603917e-11,9.193950710325547e-11,1466,17,40be4fbea7e148e85766875ff20891832e447a5c9f8b5b05219d1609a0d5db95,60b41ca1d43ce7e92c4a50cffd67a34c9d434d07228b919f37523ab91fb0ed5d
v6p1i_0062,valid_iid,62,5.951313711702823,681.7861539081911,165.32691153423283,3,4,3.631591796874998e-10,16732864025.576965,19622145787.931896,201.10192916793974,95.32028369716522,67.60678398271935,68.92189431235478,0.8962417569426673,0.10375824304563926,1.1693421830093236e-11,9.217140184724073e-11,1638,13,13a3185671d1086dc991a67a43ef80a5da93ea34c89dd29ff5bd5d3f4c8c469a,be3870e4020e60a1ce049005bb38064b0efe49d2000f1b52cfa9f91274b98ad8
v6p1i_0063,train,63,4.607703275978566,1524.122514346735,28.785751685777296,9,4,1.3283538818359369e-09,3517730718.604146,4725799275.539081,205.4349872039188,35.58546973933113,29.519634487867386,29.569776036985658,0.9838291897984636,0.016170810172827555,2.870885986507411e-11,1.0849250930211743e-10,1564,9,07abae2fd34ed733aa7f70ed3121d98d5228f8c70cc33a431120249cddfd5ee4,4d9ca466ca437097afe04bcd514c59eb76beb9e2475f0ba4bd7a2aecc530b9c4
v6p1i_0064,train,64,5.814261478371918,747.1973750744189,194.9689932415895,5,8,5.656433105468746e-10,10209449799.802168,12846530560.501617,165.42164185516413,84.97791319019876,60.03979140408134,61.52059811514362,0.9030351059507304,0.0969648940664657,-1.7196130615913083e-11,9.306811827802504e-11,1655,10,d39d8bfc16cdbc012fc167b51aa08adb58a5a9dde31173c6b886669e2a63232a,9c7c84d475e4a0552f61dca48e64de730db7ece1007e16802ed22fc9c342a3c5
v6p1i_0065,train,65,4.7448473097756505,1671.7435890331628,35.41060151778884,7,2,1.1624145507812495e-09,4303690353.530774,5727813233.469444,71.30859461981441,35.650168102510634,27.458752236682187,27.52373622614369,0.9821977725258635,0.01780222746983423,4.3022936107714715e-12,1.0855080318658968e-10,1472,12,39914d613584827b9ac628a66336dba922c1c55388194e070ebf851ee3b3ac02,82fbba84ad549c8bb001570ed791fadaf8fc535a9f9d35314434ce706f85df31
v6p1i_0066,train,66,3.154751444235444,1947.9480597339773,39.56282873519293,4,2,7.064819335937494e-10,4462618854.772743,5464579719.02773,46.51529665619981,24.110069005783714,15.368458847888709,15.429531551668246,0.9836552381216663,0.016344761910824387,-3.249075124145692e-11,1.1753364151321403e-10,1408,34,15cbb3943a86a6db46726c8860002e93615070ea5b042f211f1f41b758e975c8,b02c32fc8df1b54ae39238b0d64f0c0d45ad7abdc9c436277c4e511c6a7b13c6
v6p1i_0067,train,67,7.399515146389604,871.2531119540654,68.88452308780717,10,3,1.5934753417968744e-09,4658681332.970773,7172324947.784632,83.05927640376045,88.80480995781073,74.7197538240436,75.23141763900877,0.9500093311012303,0.04999066892592209,-2.7152373129364606e-11,8.331180933553849e-11,1516,6,9bfd2f168d30ef6630e50e2fa4c8b0523300d0571ce301dd965a3d1f6a4a62e9,ed5e5f3d20d1a622006506b0f1fce0b05221c3a2fac61b56f1321bcbecf42524
v6p1i_0068,valid_iid,68,6.539072571322322,1349.2317817807702,47.796935683579385,3,6,3.3370971679687473e-10,20484901197.79054,25464270631.037228,75.54853930018025,63.845597680820106,44.44096507959913,44.65474725016097,0.9748299723158531,0.02517002770436677,-2.0219926783950892e-11,1.0092440869586366e-10,1400,12,653cd0a76b7fdcab3446042caafc5fc46ff5e2e3c5e3f481e460327d155d089f,53d0ef520f23bad96b802c1b4a5090ccb4ab7afd2095abe73908e04af45f084b
v6p1i_0069,train,69,2.9214450996369123,603.7635427408354,86.22562157875458,9,8,1.3048553466796866e-09,2333061281.0204344,3127064055.8475184,125.32424960321532,48.026466687803634,40.47901381862517,40.763535901378376,0.912828416763089,0.08717158323740566,-4.946789215153069e-13,8.224541967240142e-11,1596,6,71dab19a18ce01ac46a49a601e74de63867861ebf52c8e79cbb39890cae9f495,017348cfa3eef707a648952ae2fb47303b2c4d6c02179bd0d08d98b5808baf6d
v6p1i_0070,train,70,3.8862359384074803,1078.6573455081268,137.24041260458424,6,3,9.019470214843747e-10,4379128354.375054,4935146189.079807,43.19593248686787,41.50010249869513,30.138948841652304,30.609727666298706,0.9370099607265737,0.06299003926288325,1.054297881482336e-11,1.0144661156540548e-10,1729,13,1e2ec35d2e9fc9eaea7dfe1e2f442c0cd0e5d54baf5bbf3dc54a074c539a9df0,9178d020a283b20c1a681006ac955e7ff0ef7355a255cef01bc173a07649fb13
v6p1i_0071,train,71,5.579124228097498,2412.6248940893233,24.057153229057857,8,5,1.0993957519531248e-09,5151728449.556757,6448264421.621833,197.59190741666507,29.468976036779566,23.043081457241623,23.069939344659193,0.9910229019523137,0.008977098076508434,-2.882215785124501e-11,1.1861323353390338e-10,1393,9,00eae6c7a23058b611f476890be6c5af91abe4e0ac9e1e5c2d5a9a5c5aa7ddf9,131cf22fca42f773206dc4fab7a495d9b43638a6d9acc6ca45ff5ead94023b98
v6p1i_0072,train,72,6.068501370027661,779.8209064167563,22.22906390813816,9,6,1.2851715087890617e-09,4877451004.964671,6979503967.995504,132.56474748001088,81.44009308636794,73.54558611092035,73.6304668311411,0.975954089596621,0.024045910416964276,-1.35852592229244e-11,9.073661954412508e-11,1448,11,55bc8478eadcfc0b761862f7a296424ce086d37ef72a997a8ab9a13e78771000,93225cf9ba22057fe408750b9cef2698576de7dfabdcef5ef2204870a014374f
v6p1i_0073,train,73,4.646765636280179,1743.3526252572353,122.04912447706188,3,7,3.9749145507812474e-10,12106087745.913893,16431500312.143774,228.54302192870958,42.166714112941975,23.35514949959446,23.665552720000623,0.9615086995078348,0.038491300490652615,1.5126147965958728e-12,1.1198351046750065e-10,1558,12,11981377c12ae9273fcf6579a42adf6bf2e017dc8506e5477714fa2eb8e7787e,b9fb88e2ed7f38f534649eb824b8e2375cc31ae821ccc87253555c29f65e6af4
v6p1i_0074,train,74,3.7207254068925977,1376.7500745918894,109.73162469121446,8,6,1.0420227050781244e-09,3547806668.081575,5218360074.2444515,129.89031106006675,32.12701806976338,23.760748815699237,23.997308134967685,0.9524417755780741,0.047558224472829654,-5.090378240098836e-11,1.0458304256715755e-10,1645,8,1c8dfe1135f35790972eb507221410de1a343a29f4353df78b858d2211f917e9,d0801ce9e292c46e6ba34e70d433d94a536c7abf28a0a3bcab3fdf0f41af606a
v6p1i_0075,train,75,6.989694614894686,615.2875403789265,63.20044622878896,6,2,9.236145019531247e-10,7660473394.501399,10784441595.84911,82.14773483591625,116.90529996451454,98.76249197821502,99.34119473330827,0.9343948406513887,0.06560515934903716,-4.258105751963476e-13,8.460359457705219e-11,1546,14,2fba643fb37cdb53c3d7dbdd6a3a894e9fd3e73ab832fd600a66158e5f3b4838,174911ead71f69c85ed5397e475ce356eedc26c1d305a16f5feaa9df83cc43df
v6p1i_0076,train,76,6.59739049617201,2105.661611201645,77.28452775917148,7,7,1.232223510742187e-09,5206269079.513459,6841105073.478738,61.42852618905046,38.439741373995616,28.84606101872801,29.083373102643712,0.9763568774057416,0.023643122569593434,2.4664979378635657e-11,1.2730386734759973e-10,1564,7,7375f6240d08c89398bfe1ec0e76236628bf8647232e99b35ef27fbd4e578adf,83878c98996577da378653c86e25dc6ccd8d07696be69cdb2d3fa16276792ec3
v6p1i_0077,train,77,2.7067782217636704,941.5100046223395,42.91279850126068,5,3,6.515502929687497e-10,4116802339.1689644,4989450137.10579,59.85161488828945,33.59274318703291,26.614783305636283,26.676867108908297,0.964460855923109,0.03553914412090915,-4.401823817264174e-11,8.54513102472401e-11,1450,15,6cb280e3e2963263c2e6c15658097f3b40d1bd54c51a03040026d48c5b5f0779,b17bb3ac68465a6ea6f6ac1cb02a33eb6a3b73c9f403ab5b8509981132e8645f
v6p1i_0078,train,78,4.257513424381614,509.82217267464665,26.84045623704799,10,6,1.3300323486328114e-09,3141538052.152088,4554814484.471574,116.18042880063096,84.34865396371578,76.88294660598771,76.98553596810133,0.95713374145427,0.042866258575352346,-2.962235841053813e-11,7.645516459376219e-11,1403,8,9ed865dde1699e2f249978786b0aa1e80b15efbb18320247fb963139c6c3ef1f,46271d1c411734084aaf9df472df19fd68da9efeddf5e74440b18ec5f9119057
v6p1i_0079,train,79,5.051502576097846,1139.4127138399667,152.8598362099388,4,5,6.335449218749997e-10,7885712750.088775,9948043601.58916,195.03157210448808,53.098502240076414,36.798946913831806,37.4492769799719,0.9388379396784252,0.06116206035207615,-3.050134830474933e-11,9.847786519094683e-11,1539,16,442da57ebf4ec5dd965084996edd6ee29351e7177fcb142f82d0df485325c87d,718ad229c692cd7f4e58bd3de891347d6e8718881b9d3a09336d67347b1c7969
v6p1i_0080,valid_iid,80,6.375057827681302,557.6686416928198,172.80414660722374,8,2,1.2503814697265613e-09,5260465869.230513,7316973150.621728,64.75809094349471,113.78652092643381,86.0018198047139,87.99000426890474,0.8829382184565896,0.11706178153591412,7.496262355185816e-12,7.835972478682159e-11,1496,10,53cf39959348d1b4afb27585062e1fae6c3131e7ede1d8ea4074c67819783713,220d7e0f2d7df9b6171f6b47d5a1b59589a6a10050e9d0cbf840d99bacf7cbd2
v6p1i_0081,valid_iid,81,3.070693593472242,1246.338181002666,30.08978719994569,6,3,8.114624023437494e-10,3771465049.9966087,4649219765.375147,220.48186224619906,28.610113880127756,23.60262043229744,23.636250231581418,0.9795724969354586,0.020427503025562885,3.897860093461164e-11,1.0218669224809592e-10,1498,10,2369b654a7ed2960cd705a0ebb86689efca8ea5cde3f1f9fde9c97b8f75b5090,b08e2bdfc877a7c90c5ae7290812e4f38f03c74dd81050bc30d9430186d27685
v6p1i_0082,train,82,4.029726120643318,2361.838291473642,44.62962542699456,9,2,1.2893676757812493e-09,3100623420.5899105,4037894646.654259,123.5549425926769,21.690419121894536,16.67686673735103,16.72389192254695,0.9844926304450378,0.015507369576972206,-2.200997816883684e-11,1.2047314537590434e-10,1428,15,8d703f31c3cd85d520dd38d5f1f2af162dba3f610a77fffc7ad3fafed51d3bfb,71af57609798bd1968cb3e5d98b3c956cdc3dff2d7529116417c89533693762a
v6p1i_0083,test_iid,83,5.411182823590934,1056.074407448808,81.05141450024594,3,6,4.376220703124998e-10,12251059796.90841,13444922969.536484,128.4021677114452,68.13429853518028,44.9470065559263,45.339858850476105,0.9533445312228398,0.046655468801479465,-2.4319279474856188e-11,9.178450922497955e-11,1461,11,16afb7324b13e30c9fc2ad5e990e00306967c21a26345b64c79cb4d5d7b8df05,687044f246a085216ff25595148de4a1757d3b1cf1e9960d312c3a3073facc1b
v6p1i_0084,test_iid,84,5.6466265907511115,1544.2467189002969,55.86880899948578,10,3,1.5328979492187493e-09,3738678248.1093316,5357649583.725398,154.31416501806396,46.032298969790816,34.575053391984895,34.76310869268816,0.973808208965644,0.02619179104197164,-7.615631836843137e-12,1.0172806939861557e-10,1590,10,515fc7f224766c7514581a1244023bd56e7f02cd631da595b3083031accdd9e6,6c4dd765bf1de4d40bb90fa979e0744ced29de1f76da5842d1926949be2f7280
v6p1i_0085,train,85,4.888033657334746,690.1566839207495,97.94043553033285,4,6,4.495239257812499e-10,12102717591.79763,17204618220.44066,154.6366896591377,77.61657995678235,59.16874591836501,59.65401643943039,0.9164860531564956,0.08351394680781875,3.5685747445999154e-11,9.040859961484698e-11,1515,4,b516247ed408bc5d5764596a97929a303d95a69fbae0cacddd663a467e35bcb4,4fcbf22969a3f008fdb179e82476d3738167bb2ca6220c4da9df5960a0d977ce
v6p1i_0086,train,86,3.3043061569333076,853.0065729780082,117.42420230692862,7,2,1.0109710693359368e-09,3153750876.0966983,3772594754.822775,48.83729769236842,40.47519329785837,31.581832752426447,32.042655927381055,0.9303603287435955,0.06963967116922616,8.717831728348733e-11,8.54928073612008e-11,1417,15,90f4e5c685d9ffd7d65cf9cd3fbf9982b6fe0bc3f79b07413e0959d9501dc1aa,6d39e491a8f9959b6cdd53893e2039ffb7c657a6c6b8d125f7a88e22c5c82229
v6p1i_0087,train,87,7.235196270048618,1906.953386515251,21.18181941666658,5,3,8.541870117187497e-10,9118366029.060976,11912540551.41111,77.26043181026954,49.73325740246537,38.434269310516704,38.48153071529483,0.989676106983303,0.01032389300727895,9.41806488952328e-12,1.210731884564584e-10,1567,13,cd852908a7daa49b8657e35ca1558b8e076c4fd466110f1ce2ef431cff90062d,d54e349470ad8ea7070c9e94906f9dd485a04d3e8eb080a66f7ed8c3f6831fae
v6p1i_0088,train,88,6.745803351514041,961.6608296535322,25.118265439777627,4,2,4.503631591796872e-10,15065611147.664225,18328899033.34258,69.15616181145495,89.90565003718677,67.70017133519441,67.78662151055052,0.9775272770774973,0.02247272292774591,-5.243220573684574e-12,9.372519196683399e-11,1700,22,778f0bdc18f5442cf82d8df31448633d6ea786f2528be584b668ede29b866201,8c3ecf8da50b1ea9f14674fd98a4aec7b91fdb837243084594117660529399aa
v6p1i_0089,train,89,2.543758894316852,2150.900036942406,144.659628017217,10,8,1.3990020751953119e-09,1842606952.403915,2746956496.22162,124.9903112564669,15.069893689779008,10.309105582543783,10.474516097397824,0.9655882273875568,0.034411772556915396,5.55278586530798e-11,1.24102682749641e-10,1370,6,276c7769d1cd3814e8775594e593ede585273da429e9c5656e5261b85e37f93e,ed6fa4e3579b00cd95b91580bdf702698e092eee051fd1500ec151de80547d47
v6p1i_0090,valid_iid,90,4.088731575757265,1233.471328786235,97.09304945803808,5,3,6.907653808593747e-10,5935321390.373327,6843084397.4197,171.46148847298548,37.728050494343734,28.361501924862072,28.64462630747556,0.9532080301666549,0.04679196985816452,-2.4819424176223445e-11,9.126894283808662e-11,1336,15,6fac4b9dc9498d09f593c57f9481f1c66296e33a52084231617a47de53bfc8f2,a2899e1c3cf80615c048c4603d2a73d35cb586a9994cabac3a0852291699a8f0
v6p1i_0091,train,91,5.1959833689033985,551.9656456812011,53.31286645460391,7,4,1.1122131347656244e-09,4755763223.420943,5443767835.341358,84.44005932078872,95.29511713611208,82.74527073314486,83.14681787899653,0.9355366844795084,0.06446331550599771,1.4493884049882396e-11,9.353107180510609e-11,1741,14,d59cc91419ae7f5648762c619581535b92c57cda73809e6cdf57711d667e7074,2b491d5fddf0a8a475be6f7e5ae94ccb5eb0b40bad33be4d0d21f2f9b7e08b6c
v6p1i_0092,test_iid,92,6.21328629553318,1780.8193572734037,65.93975334002309,6,2,8.956146240234364e-10,6774065982.466706,8836420864.44603,169.20522766526938,42.42489808373381,31.305343993163504,31.555439035875043,0.9762121981956813,0.02378780178675754,1.7561183914453098e-11,1.122308064865962e-10,1395,16,a9ad2278de2636d06144d5f1bd632142e567f2f3f9c962fd6c2d3bf071635cca,079fcf9c8cab33a6d2e47f3ae50889e364e18faeb8f80aa247ac8b590a4b5824
v6p1i_0093,valid_iid,93,4.477677568793296,796.5068292575837,37.5509056748732,8,2,1.1399841308593743e-09,3940978437.548271,5076987252.776702,221.2623011452185,60.168202724617174,52.23945217766354,52.33873766833548,0.9622769301931265,0.037723069831646715,-2.4773256904882096e-11,8.863222856234069e-11,1520,9,3e19c84419bcdf5bb86ffd9d6d62f54d6803c07f4e4fe2474354dd8114743d67,f97b013915a869a5c94faae8e155b07632fdf289ce4969d921c7a8632c78108c
v6p1i_0094,train,94,3.558009914122522,666.1526465908765,31.461528343982653,3,8,3.9367675781249985e-10,8892443247.608248,9380032805.44629,179.78674796097627,67.35309106572657,49.86907969457408,49.959835018558,0.9615799122083631,0.03842008776053113,3.110575385748965e-11,8.777087992920566e-11,1671,13,5a2be7eb459e8fc0ed5b2817f505b447a47c0351bd92772d1155a52553c359a1,39eddfa2bc388982fc1dccb8203c6c4f008c5ffc775498c090eb70700ad3dcbc
v6p1i_0095,train,95,7.137800953350961,1490.390547423881,174.7047578900627,9,3,1.0833740234374992e-09,6732853579.082517,11004546553.596754,74.18816826947337,53.14702679857254,39.98576882870117,40.75193776224086,0.9486507179699865,0.051349282007748964,2.2264527586874148e-11,1.0723653182412736e-10,1535,15,410e427f7fc11551d186a5a6ab58e84023dad50e1931cf87d3d9b8dd0725f8b4,15f56ebb9a55f23aba2ea34a140dbb763603c8c18573f486a4021263af81733d
v6p1i_0096,train,96,2.77470201253891,701.2166273093397,88.61844409041154,3,6,3.6491394042968735e-10,7458054945.710953,8660471179.020655,92.69516523739594,46.966794276682606,32.98904944469086,33.33889353774969,0.9295209078221366,0.07047909223611193,-5.824847474408668e-11,7.961858693778553e-11,1502,10,67a91ac71e7408b3a8596e5e2cfbcef67c50fed9ca81f99ec9ca8864046f96f9,48133482a542fc95e1b73b839c2a249166290f092b3a3cbd5c6638920e15cc12
v6p1i_0097,test_iid,97,6.666224747896194,1568.1557044277085,50.58405897021626,9,6,1.1918640136718743e-09,5487688611.594845,7204188022.685626,185.10531952953806,51.1474521844973,40.46644425860735,40.60007792899044,0.9750188532109405,0.024981146801361077,-1.2301613327357958e-11,1.145920583655624e-10,1672,6,f36c898253d5366846a76c687e29fec5487d64b637a32e6e19b53c5707a8991b,6138ec3115b716379e0049b950465437fdd4c88444183e5f8ec385012ffaff98
v6p1i_0098,train,98,5.12007427867502,1876.679963367124,23.832411560646857,6,5,7.662963867187493e-10,6902725960.802821,9485396223.648895,258.89737669742317,36.80006178759908,27.37204509843089,27.421678065491392,0.9883188942159327,0.011681105780053434,4.013942813120646e-12,1.2049811855036044e-10,1572,7,cbe8b84650b4eda36e8b54bcad3d3be043b42ee9475da84fc028da4eff942d0f,908518ef098e4ca158cf5335480cbb158f54cc6cff929de7f97dd74f63fed011
v6p1i_0099,test_iid,99,4.325776076875627,839.7587527133046,132.03222571468575,8,6,1.0476684570312493e-09,4241274942.890436,5841730338.365008,122.08556351227556,53.13227683208379,42.054287208025904,42.714584607807296,0.9266399733943872,0.0733600266150988,-9.485968604896182e-12,8.846056993196042e-11,1446,6,c90bf13a7d40f0e18cf15aa810740ba3cf4b527900b0fda04f6a3ed74b9770f1,0a3e51f6adf8302da253e15c6734185bd0c26f3c3b3bc5896494e4c718614eaa
v6p1i_0100,train,100,4.55908230971545,1298.3372217679193,33.234564784258474,5,7,6.303405761718748e-10,7043187244.653898,9167387736.564072,120.94807197539619,47.218122484919604,33.69504363808971,33.78477116282162,0.9793741233155135,0.020625876708223745,-2.3737328098826013e-11,9.864453279241783e-11,1559,9,bbbc2f1177ba2374748cbeb8233da7efad8bafbe15fb8ce707fe0c642349a7bd,076b26738c8f9be24464159f3112fe74127189a3c8fe8db5b5c3fb4615b491a4
v6p1i_0101,train,101,5.980516741983592,580.7962526719098,190.988601974558,7,7,9.948730468749994e-10,5869141835.526917,7993028802.809515,102.52629198471104,95.66386290333725,76.63570013990092,78.08091860620374,0.8643411693005923,0.13565883071824966,-1.8841975581898393e-11,8.48030488029996e-11,1405,6,87be463794522173beaef310827f42910f73307636e5cf2d7a4b5a3a4ae28d4c,ae1d542b902ee3df62448e4acc8db7c24d0d6043049bb974ab49d28c7954db39
v6p1i_0102,test_iid,102,6.901362184435129,1013.4732088221758,72.08641274304257,4,5,4.184722900390623e-10,16189802599.000217,17907341259.85076,163.48299888469467,81.06754398750002,59.73395887632364,60.17553609565959,0.9546091789707096,0.04539082103716452,-7.874102158807965e-12,9.439428688564425e-11,1485,5,02eb616c7de18c511e8a4c4e24f975704d3607a1c904345a8ec28cf0381c9d9b,d868d808506bd55596b5ba983fc98a0c6be12f8003763f799bb1de026e2e6c82
v6p1i_0103,train,103,3.6333135701715946,2267.579891110631,39.66741436288165,10,8,1.5196990966796864e-09,2341569920.969717,2992154774.1566696,108.07392738548185,21.02548204031774,16.070271708146766,16.114326153190394,0.9850313646521807,0.01496863535991101,-1.2091712263101583e-11,1.2440550862470293e-10,1555,6,9d197df083c5f1653beb10ce3b3771efa7706df516bbc1002187bb9fe2eaa5d7,1b8e17eaa4a55172a50aba0937f5e16979eb7d655ea5aa377c54e2e2cce2efee
v6p1i_0104,train,104,2.8336466988548636,809.4350837815383,42.22609391785866,7,8,1.0794830322265617e-09,2635170180.874009,3238474828.02655,103.99389827470306,38.600013855228326,31.99158264206509,32.09240284518122,0.9610126795325847,0.038987320424594865,4.2820345803179456e-11,8.810826796925272e-11,1550,11,de3bc3869bf1d0657bbc999ef2a5ffe9da84570ab75a2d92db88f3abc9c8ab40,b35e0a9e1ad4de612d54d38d73ddae8179f3762af48128861737fbecd5254f8b
v6p1i_0105,train,105,6.450974061153829,1808.7353979550464,74.18462755737748,5,6,6.491088867187499e-10,10194258770.428005,16266851432.606495,190.14521207852897,52.87204633886262,32.53886518205123,32.77597388215241,0.9721036828556039,0.0278963171607529,-1.635676939035548e-11,1.1159014391338768e-10,1325,7,7758e3d6ee60ed24c7db5ade29a74ba658ba53260b5ec13ae197707435eb93da,3c6d692c0635190bac2914da37a31cb61bdc142f46fe87e1659cb6933ee266d2
v6p1i_0106,train,106,5.490754209458828,1467.027434133157,158.16517566792328,10,4,1.2151336669921863e-09,4513832325.527752,5654977039.378634,140.34527534610635,40.77864858965097,30.650175419173255,31.240866454111067,0.9493298458105746,0.050670154217973086,-2.8547677612595946e-11,9.85265054166093e-11,1376,7,5034b18bb82e581b2c8b8de03989dfd8f69d0c930d340fd9364164bf13d65597,92fb50e5f9e11570debf3bec8dd20b0a7c9fe85a270ed80b94981ad819578889
v6p1i_0107,train,107,3.7987853214144707,655.9316691588383,28.469515299102603,4,8,6.301116943359371e-10,6152378486.594677,7181366507.147956,108.80167296504833,68.88159727554336,54.46259584055482,54.55952758492789,0.964810651255559,0.035189348767977635,-2.3536662710765148e-11,9.349632959493888e-11,1715,9,1cf58f40d443da971d4d38f822c6f0fbc9afa3477f06be7383cffcbc31513f9f,8a6222628023da117d5f0b7e58a91111a811eb73a488cfe1ac7632095d460f58
v6p1i_0108,train,108,4.812732394784689,2241.092627876349,128.58671978796414,9,7,1.2896728515624995e-09,3789100907.854236,5360976466.919582,111.56186361703871,29.280971016875355,19.073228182214507,19.388595317576055,0.9701486036298891,0.029851396348779678,2.133118729851658e-11,1.220780482693426e-10,1476,5,cb50b725f48232fd8492dd19d1c22785ecbd36227270d454be77f562a961e888,20793365cba5aab71178304ebcbe6f152830df2685e14e93b2e903d28811c212
v6p1i_0109,train,109,5.883058216422796,1001.7333708296427,22.33800017580805,3,7,3.541564941406247e-10,15510291012.843536,22444401644.409203,96.49823973290738,84.35952094337478,57.32962725113138,57.41955523143679,0.9800734896185815,0.019926510362450408,1.8968037781064403e-11,9.375893170430263e-11,1670,4,88cf9f929c91ff591eac3471242160a6bb8f5bbecfc9a82c0339925f15851c7b,ac4312751fc831282865b28bc78298ee445ede9d0e1a69e187ddacd10bc69e22
v6p1i_0110,train,110,7.467973041348159,529.8070937565072,58.917885577368594,8,6,1.0523986816406244e-09,6971353292.851772,9221495381.154696,43.71937984447856,142.39857922525204,121.3435806018247,121.92657547904217,0.9253669591697203,0.07463304082399977,6.279903766236951e-12,7.870934521749271e-11,1562,9,bc62ef7c55504579dd53b6755071c945e216eb19283678fabf503a8908cf6ff5,e23b08e01d37ad3baae042b94e9890306f126d2c3340dfdae717a54e9207b382
v6p1i_0111,train,111,3.222899097017944,1184.4701912899088,107.24996121327933,6,7,8.333587646484372e-10,3955095550.3048406,5386350076.697573,162.29562663214247,32.378909247308115,23.543655039781118,23.816352337215854,0.950174084055109,0.04982591591187996,3.301109350502688e-11,1.054680663537171e-10,1586,8,7a753187c57dbcd772fa8da565b331c5f7889a96c486dd068da224df740a73dd,5bd9de29739cdc071b8b91abb263d277d6a291c9cacf1c21b2e0ca1e10b9e0ae
v6p1i_0112,train,112,4.4097171211615205,594.1489835351067,104.11082097797703,10,5,1.330490112304687e-09,3344462657.7116356,4599487397.6010275,156.44306821270948,72.5655785329273,60.07794782840103,60.8408397441488,0.9105713872397123,0.08942861273267307,2.7614591401893575e-11,8.58906425546891e-11,1563,6,3d69dc414db17754e1260654923543db5eb88660858459089451ee1d95e088e5,6add370ef9e60e51081d6235f797afb6fac29f1f1cec6d3163a8900008d999bc
v6p1i_0113,train,113,6.144414790906012,1328.3414485876942,57.681754563399195,4,8,6.690216064453123e-10,9283767367.005611,12221455323.380398,194.7920211607383,61.24103528152966,42.71136697672476,42.88997061583716,0.9681455884657094,0.03185441156511295,-3.0822324484726405e-11,1.0014009376563614e-10,1464,10,76ba491e103ca73fc2d9cdbfeb23c1388b626c467cd2c5ab115144d4f1fbfc46,c8882c232112b76f4f7076a8e63ad45b1b8faa2d4e56c08863a52797e191cd62
v6p1i_0114,valid_iid,114,7.069267695769668,2450.9285748939046,20.288169795599128,7,4,9.94491577148437e-10,7131449767.949664,8251014362.431021,129.48363850662344,40.92560066650469,29.356815535122518,29.405664869969176,0.9921629536528959,0.007837046367905767,-2.0801647107243817e-11,1.232817199296571e-10,1573,8,cff690b885d7a704ef8e8ecfb6349ea7c81bb7814fa93804e49fc8ce9982eee2,67752f8010455ce3110eae8f65ee136460d12074c3826e6aa58d1fbc7e07d3f8
v6p1i_0115,valid_iid,115,3.489787494763732,1095.5200329046256,115.79825821041075,5,4,7.255554199218749e-10,4850089052.810185,5685111823.963255,205.67885342984113,37.0298444527636,27.405174984884678,27.761634053036232,0.9443907087808403,0.055609291325166746,-1.0600704986396254e-10,9.099771199834605e-11,1569,16,2a3b613d9401e06f9c617a333e882fa2c639d44b2621972101303eb41337e343,d2eb18a931a2b9dcdf0e0119c869cfb6f51a77495a07fa4ab179113d07cf0361
