sample_id,group_id,split_role,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,source_count,layout_kind,alignment_relation,peak_deltaT_K,mean_deltaT_K,top_heat_fraction,bottom_heat_fraction,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K,solver_peak_minus_projected_peak_K,energy_balance_relative_error
p1g_g029_t0_b0_p1,p1g_g029,train,1000.0,20.0,6.0,3,clustered,offset,68.81807516483127,58.07583444560654,0.9823440757099551,0.017655924375142934,0.8625936514479015,0.014839952423085948,5.965836878926154,0.77388750880624,1.1919469344322806,0.19430470006597034,-8.509801197043032e-11
p1g_g029_t0_b1_p0,p1g_g029,train,1000.0,120.0,4.0,3,clustered,offset,44.0321625285294,33.435715079196974,0.9377684062090558,0.06223159391038923,1.4710490404696805,0.043414866710326926,6.472152042154676,1.668549843724577,2.5980095263059866,0.1295866299642512,-1.194450024999405e-10
p1g_g029_t0_b1_p1,p1g_g029,train,1000.0,120.0,6.0,3,clustered,offset,66.0482437908276,50.15357261706916,0.9377684061761364,0.06223159390826368,2.206573560634704,0.043414866710447836,9.708228062892431,2.5028247654992697,3.8970142893309117,0.19437994494029454,-8.44001165252924e-11
p1g_g029_t1_b0_p0,p1g_g029,train,1400.0,20.0,4.0,3,clustered,offset,34.795769905317854,28.00952181796284,0.9871928520627653,0.012807148055761962,0.5081892840323121,0.018125014658847586,3.9828641675877634,0.5188156775001289,0.5982911023108386,0.1296968298887009,-1.1852726439220973e-10
p1g_g029_t1_b0_p1,p1g_g029,train,1400.0,20.0,6.0,3,clustered,offset,52.19365485645801,42.014282725475326,0.9871928520273615,0.012807148055316513,0.7622839260412707,0.018125014659309626,5.974296251385226,0.7782235162506481,0.89743665344173,0.19454524483097657,-8.26780611566195e-11
p1g_g029_t1_b1_p0,p1g_g029,train,1400.0,120.0,4.0,3,clustered,offset,33.80865809440263,24.487002904125525,0.9542891888037381,0.045710811314414984,1.1130453191294174,0.04485653348591827,4.7528877463083745,1.2133434721326353,1.9289854802970012,0.1297466400939129,-1.1815312617180496e-10
p1g_g029_t1_b1_p1,p1g_g029,train,1400.0,120.0,6.0,3,clustered,offset,50.71298714013733,36.73050435490365,0.9542891887694713,0.04571081131283022,1.6695679786441928,0.04485653348614525,7.129331619286859,1.8200152081336114,2.893478220351426,0.1946199601418357,-8.230154520857032e-11
p1g_g030_t0_b0_p0,p1g_g030,train,1000.0,20.0,4.0,10,distributed,partly_aligned,42.93361898781603,38.71942656351461,0.9823426238791994,0.017657376240902866,0.5403625629008424,0.013942813263664625,2.330570290110529,0.531554268120999,0.7934802180534462,0.0557595307056431,-1.2010221636660212e-10
p1g_g030_t0_b0_p1,p1g_g030,train,1000.0,20.0,6.0,10,distributed,partly_aligned,64.40042847967976,58.07913984327518,0.9823426238447374,0.01765737624030027,0.8105438443362534,0.013942813263885526,3.495855435164458,0.7973314021821807,1.1902203270439031,0.08363929605661724,-8.503767134904194e-11
p1g_g030_t0_b1_p0,p1g_g030,train,1000.0,120.0,4.0,10,distributed,partly_aligned,41.085655775241094,33.43748437371602,0.9377632888398741,0.062236711279533834,1.4588687555695887,0.04305042040941358,6.830476577403942,1.6628922303937657,2.596491974345497,0.05579333913908613,-1.1940797656206925e-10
p1g_g030_t0_b1_p1,p1g_g030,train,1000.0,120.0,6.0,10,distributed,partly_aligned,61.62848366091316,50.15622655884858,0.9377632888069444,0.06223671127741722,2.1883031332833256,0.043050420409496956,10.245714865768775,2.494338345502399,3.8947379613900353,0.08369000870834498,-8.436155477890377e-11
p1g_g030_t1_b0_p0,p1g_g030,train,1400.0,20.0,4.0,10,distributed,partly_aligned,31.845457927229575,28.011741241951164,0.9871913930312499,0.012808607087200389,0.4686602761692524,0.016711856798058276,2.3358174258881945,0.5344487883883176,0.5971466146758644,0.05589678022266753,-1.1845030858936845e-10
p1g_g030_t1_b0_p1,p1g_g030,train,1400.0,20.0,6.0,10,distributed,partly_aligned,47.76818688935509,42.01761186146372,0.9871913929958583,0.012808607086761068,0.7029904142444718,0.01671185679841593,3.503726138827517,0.8016731825825332,0.895719921986597,0.08384517033357497,-8.261944600684856e-11
p1g_g030_t1_b1_p0,p1g_g030,train,1400.0,120.0,4.0,10,distributed,partly_aligned,30.856986038249147,24.48882103144729,0.9542839812812012,0.04571601883685458,1.096658236245321,0.04418774150523826,5.06775481773991,1.2076886913353633,1.9274810786048988,0.05593034243815964,-1.1805575961254533e-10
p1g_g030_t1_b1_p1,p1g_g030,train,1400.0,120.0,6.0,10,distributed,partly_aligned,46.2854790559353,36.73323154589026,0.9542839812469541,0.04571601883528877,1.6449873543160904,0.044187741505384945,7.601632226358504,1.8115330369359413,2.891221617809947,0.08389551365627312,-8.22428976772945e-11
p1g_g031_t0_b0_p0,p1g_g031,train,1000.0,20.0,4.0,9,edge_balanced,partly_aligned,42.525374582893335,38.674007781658794,0.9823725485448828,0.017627451575299068,0.5523976061330995,0.014272754733168799,2.459078024327596,0.5217695297790783,0.8059075500181052,0.10549578034232354,-1.201818297658086e-10
p1g_g031_t0_b0_p1,p1g_g031,train,1000.0,20.0,6.0,9,edge_balanced,partly_aligned,63.78806187228031,58.011011670481274,0.982372548510429,0.017627451574687463,0.8285964091860565,0.014272754733428322,3.6886170364261375,0.7826542946694417,1.2088613249972582,0.15824367050959154,-8.511649024489643e-11
p1g_g031_t0_b1_p0,p1g_g031,train,1000.0,120.0,4.0,9,edge_balanced,partly_aligned,40.68186087114219,33.401017111694976,0.9378687638974796,0.06213123622202947,1.4784847547086026,0.04368428075096555,6.725628480775754,1.682348543887315,2.608495519225812,0.10551863324747046,-1.195091109407187e-10
p1g_g031_t0_b1_p1,p1g_g031,train,1000.0,120.0,6.0,9,edge_balanced,partly_aligned,61.022791304747784,50.1015256658152,0.9378687638645529,0.062131236219902,2.2177271319919916,0.0436842807510755,10.088442720822115,2.5235228157431493,3.9127432787112184,0.15827794987063726,-8.445486902412351e-11
p1g_g031_t1_b0_p0,p1g_g031,train,1400.0,20.0,4.0,9,edge_balanced,partly_aligned,31.441718663251436,27.96599627665593,0.9872214654028475,0.012778534715713538,0.476683399742062,0.017031927045586294,2.2546481666788054,0.5246593136758406,0.6095345428662995,0.10559637821125989,-1.1856103598884005e-10
p1g_g031_t1_b0_p1,p1g_g031,train,1400.0,20.0,6.0,9,edge_balanced,partly_aligned,47.16257799336108,41.94899441350784,0.9872214653674466,0.012778534715261474,0.715025099605009,0.017031927045992747,3.381972250024603,0.7869889705146988,0.9143018142797814,0.15839456731168866,-8.270803023939048e-11
p1g_g031_t1_b1_p0,p1g_g031,train,1400.0,120.0,4.0,9,edge_balanced,partly_aligned,30.456875146843572,24.451347267257326,0.954391314506039,0.045608685612130474,1.1147436905545607,0.04500082073344382,4.963473215979377,1.2270795145858528,1.9393676048087514,0.10561913641851106,-1.1816945338916085e-10
p1g_g031_t1_b1_p1,p1g_g031,train,1400.0,120.0,6.0,9,edge_balanced,partly_aligned,45.68531271880079,36.67702089960676,0.9543913144717674,0.04560868561057004,1.6721155357793898,0.04500082073360356,7.445209823710172,1.8406192718115904,2.9090514071147027,0.15842870462427072,-8.233739616040718e-11
p1g_g032_t0_b0_p0,p1g_g032,train,1000.0,20.0,4.0,5,edge_balanced,offset,44.113309941119894,38.700666327204836,0.9823549842679531,0.017645015852203214,0.5570623289995956,0.014382312279738027,2.585755111076537,0.5297369667426324,0.8109764626753986,0.015819670240773576,-1.2015630504458308e-10
p1g_g032_t0_b0_p1,p1g_g032,train,1000.0,20.0,6.0,5,edge_balanced,offset,66.16996490963788,58.05099948879738,0.9823549842335044,0.01764501585158809,0.8355934934870368,0.014382312280023067,3.8786326666178184,0.7946054501144317,1.216464693985813,0.023729505358232927,-8.509251636645843e-11
p1g_g032_t0_b1_p0,p1g_g032,train,1000.0,120.0,4.0,5,edge_balanced,offset,42.26642274681012,33.42242156434338,0.9378068553321023,0.062193144787408644,1.476528562662527,0.04359600361839818,6.758492754712961,1.6732477839211697,2.6140252700351994,0.015271235786713078,-1.1951092893092152e-10
p1g_g032_t0_b1_p1,p1g_g032,train,1000.0,120.0,6.0,5,edge_balanced,offset,63.399634118268466,50.133632344783294,0.9378068552991823,0.06219314478525743,2.2147928439242284,0.04359600361853451,10.137739131732928,2.5098716757960347,3.921037904928994,0.022906853677682193,-8.443971447983738e-11
p1g_g032_t1_b0_p0,p1g_g032,train,1400.0,20.0,4.0,5,edge_balanced,offset,33.027838538834885,27.99284627551396,0.9872038144299597,0.012796185688563059,0.48369257859099735,0.017263291060700094,2.590979778108874,0.5326267910397178,0.6146179580876492,0.015907620474763462,-1.1852280615287647e-10
p1g_g032_t1_b0_p1,p1g_g032,train,1400.0,20.0,6.0,5,edge_balanced,offset,49.541757806752855,41.98926941179706,0.987203814394559,0.012796185688113054,0.7255388678783894,0.017263291061112705,3.8864696671618617,0.7989401865599461,0.9219269371109249,0.023861430709644083,-8.267200812817066e-11
p1g_g032_t1_b1_p0,p1g_g032,train,1400.0,120.0,4.0,5,edge_balanced,offset,32.040248516515305,24.473342486167894,0.9543283152897446,0.045671684828428635,1.114203554435882,0.0449328369455891,4.996544413367644,1.2180122480463638,1.9449551065044943,0.015505051778802681,-1.1817323508633848e-10
p1g_g032_t1_b1_p1,p1g_g032,train,1400.0,120.0,6.0,5,edge_balanced,offset,48.060372773327686,36.710013727968175,0.9543283152554861,0.04567168482684627,1.67130533160282,0.0449328369457894,7.4948166198000195,1.8270183720041473,2.91743265966295,0.023257577667777696,-8.233241866051344e-11
p1g_g033_t0_b0_p0,p1g_g033,train,1000.0,20.0,4.0,7,edge_balanced,partly_aligned,43.99669906585916,38.7113477835672,0.9823479466725601,0.01765205344760235,0.5998536197160761,0.015482826900772382,3.1139034424390957,0.5288326265399519,0.8467188959278928,0.029911933635901278,-1.2016243902679413e-10
p1g_g033_t0_b0_p1,p1g_g033,train,1000.0,20.0,6.0,7,edge_balanced,partly_aligned,65.99504859672862,58.06702167333755,0.9823479466381194,0.017652053446983482,0.8997804295629526,0.015482826901116818,4.670855163658132,0.7932489398104963,1.2700783438673966,0.044867900453652965,-8.51029385851021e-11
p1g_g033_t0_b1_p0,p1g_g033,train,1000.0,120.0,4.0,7,edge_balanced,partly_aligned,42.15041308914596,33.43099782840942,0.937782050016383,0.06221795010299514,1.5078036370476608,0.04450832935822933,7.010390799357026,1.68822314141147,2.6519719630887835,0.029925990918457046,-1.1937818095164587e-10
p1g_g033_t0_b1_p1,p1g_g033,train,1000.0,120.0,6.0,7,edge_balanced,partly_aligned,63.22561963175224,50.1464967408942,0.937782049983456,0.062217950100902815,2.261705455499126,0.04450832935833336,10.515586198729864,2.532334712025886,3.9779579444997353,0.04488898637805505,-8.43588994955032e-11
p1g_g033_t1_b0_p0,p1g_g033,train,1400.0,20.0,4.0,7,edge_balanced,partly_aligned,32.91361304563418,28.00360444275642,0.9871967420975251,0.012803258021016433,0.5282394789155478,0.018845898690562,3.119370620065979,0.5317236490979553,0.6503501356962147,0.02995799854232928,-1.185414925941597e-10
p1g_g033_t1_b0_p1,p1g_g033,train,1400.0,20.0,6.0,7,edge_balanced,partly_aligned,49.37041956693565,42.00540666264766,0.9871967420621219,0.012803258020554806,0.792359218367058,0.01884589869107938,4.679055930086918,0.7975854736478141,0.9755252035324702,0.04493699782000249,-8.267674045381312e-11
p1g_g033_t1_b1_p0,p1g_g033,train,1400.0,120.0,4.0,7,edge_balanced,partly_aligned,31.926664050745444,24.48215545646658,0.9543030729756936,0.04569692714231515,1.1484478145059664,0.046297363661886914,5.555403471443299,1.2329953727298175,1.9829070066221561,0.029972008488641677,-1.1800876248413417e-10
p1g_g033_t1_b1_p1,p1g_g033,train,1400.0,120.0,6.0,7,edge_balanced,partly_aligned,47.88999607465655,36.723233183424,0.9543030729414342,0.04569692714076796,1.7226717217067933,0.04629736366209561,8.333105206973812,1.8494930590252352,2.9743605098324792,0.044958012738106845,-8.22022357590176e-11
p1g_g034_t0_b0_p0,p1g_g034,train,1000.0,20.0,4.0,7,clustered,partly_aligned,43.555916383491535,38.67048827803007,0.9823748674086847,0.017625132711482527,0.5477152458522374,0.014151540909975271,2.777320902034319,0.5089063955459778,0.7739905037605581,0.10820664366036681,-1.201672650275043e-10
p1g_g034_t0_b0_p1,p1g_g034,train,1000.0,20.0,6.0,7,clustered,partly_aligned,65.33387457317713,58.005732415037144,0.9823748673742246,0.01762513271086938,0.8215728687663116,0.014151540910257438,4.165981353058555,0.763359593319251,1.160985755612387,0.16230996548824805,-8.509405217497583e-11
p1g_g034_t0_b1_p0,p1g_g034,train,1000.0,120.0,4.0,7,clustered,partly_aligned,41.712087905484736,33.39819126178486,0.9378769371648138,0.06212306295465836,1.4578799958227964,0.04307341494184933,6.570043414286772,1.666984005115296,2.574140277841707,0.10823680707261474,-1.194721543917865e-10
p1g_g034_t0_b1_p1,p1g_g034,train,1000.0,120.0,6.0,7,clustered,partly_aligned,62.568131856258844,50.09728689095186,0.9378769371318793,0.06212306295253709,2.1868199936632093,0.04307341494193521,9.855065121086284,2.5004760075838703,3.8612104166346626,0.16235521060292513,-8.441630727773486e-11
p1g_g034_t1_b0_p0,p1g_g034,train,1400.0,20.0,4.0,7,clustered,partly_aligned,32.47016606804624,27.962451497057828,0.9872237957123671,0.012776204406163894,0.4774579836117833,0.017058301317231014,2.783134915360222,0.5117995038399386,0.5776457982698275,0.10834671117390826,-1.185309628226605e-10
p1g_g034_t1_b0_p1,p1g_g034,train,1400.0,20.0,6.0,7,clustered,partly_aligned,48.70524910056969,41.943677244111115,0.9872237956769715,0.012776204405711783,0.7161869754107715,0.017058301317666145,4.174702373042294,0.7676992557604194,0.8664686973856419,0.16252006676785413,-8.268323988443645e-11
p1g_g034_t1_b1_p0,p1g_g034,train,1400.0,120.0,4.0,7,clustered,partly_aligned,31.484948355460062,24.44844342344787,0.9543996317628156,0.045600368355310214,1.0966758590715544,0.04426595237680882,4.807247689903818,1.2117263726220813,1.9050413039753948,0.10837664882217268,-1.1812582856318699e-10
p1g_g034_t1_b1_p1,p1g_g034,train,1400.0,120.0,6.0,7,clustered,partly_aligned,47.22742253174101,36.672665133891144,0.9543996317285607,0.04560036835374195,1.6450137885556155,0.04426595237696366,7.210871534602177,1.8175895588652224,2.857561955866913,0.16256497324053498,-8.230266468345349e-11
p1g_g035_t0_b0_p0,p1g_g035,train,1000.0,20.0,4.0,10,mixed,offset,41.47295827842055,38.708932411399736,0.9823495380671906,0.01765046205297153,0.4971294123300908,0.01283387434319937,1.8997739904712034,0.5230631347117765,0.8025712052969993,0.05176644626072857,-1.201621371849093e-10
p1g_g035_t0_b0_p1,p1g_g035,train,1000.0,20.0,6.0,10,mixed,offset,62.20943741558881,58.0633986151085,0.982349538032755,0.017650462052373594,0.7456941184778164,0.01283387434334146,2.849660985608466,0.7845947020682615,1.2038568079058223,0.07764966939288342,-8.512867262962705e-11
p1g_g035_t0_b1_p0,p1g_g035,train,1000.0,120.0,4.0,10,mixed,offset,39.62667981362648,33.4290584983632,0.9377876591830596,0.0622123409364052,1.4485471375763705,0.04276843972571599,6.651651720709538,1.668253391677581,2.6067640249348187,0.05122308175117496,-1.1946481998093006e-10
p1g_g035_t0_b1_p1,p1g_g035,train,1000.0,120.0,6.0,10,mixed,offset,59.440019718491726,50.14358774582355,0.9377876591501281,0.06221234093430755,2.172820706291571,0.04276843972574942,9.97747758072444,2.5023800874259905,3.9101460372707493,0.07683462262951934,-8.44356621657975e-11
p1g_g035_t1_b0_p0,p1g_g035,train,1400.0,20.0,4.0,10,mixed,offset,30.391179810798178,28.00117172412537,0.9871983413471601,0.01280165877135727,0.4155979261702375,0.014832163733232335,1.4824768738598095,0.525953557087405,0.606210731775775,0.05186090154649037,-1.1851738340729057e-10
p1g_g035_t1_b0_p1,p1g_g035,train,1400.0,20.0,6.0,10,mixed,offset,45.58676971469691,42.00175758472862,0.9871983413117706,0.012801658770920618,0.6233968892439857,0.014832163733477273,2.223715310720138,0.788930335631278,0.9093160976329955,0.0777913523148186,-8.269126124578936e-11
p1g_g035_t1_b1_p0,p1g_g035,train,1400.0,120.0,4.0,10,mixed,offset,29.404339756964703,24.480162600605112,0.9543087809597508,0.04569121915833558,1.0799607767502446,0.04355295654163733,4.889428667044058,1.2130294357096432,1.937702535817607,0.051463408727386195,-1.1808638095134327e-10
p1g_g035_t1_b1_p1,p1g_g035,train,1400.0,120.0,6.0,10,mixed,offset,44.10650963399888,36.72024389963092,0.9543087809254853,0.04569121915678712,1.6199411650713909,0.04355295654170328,7.334143000316033,1.8195441534953716,2.9065538036272187,0.07719511308329174,-8.227244811346661e-11
p1g_g036_t0_b0_p0,p1g_g036,train,1000.0,20.0,4.0,10,distributed,offset,41.80876905795435,38.72360510173512,0.9823398708032653,0.017660129316923102,0.5064231455719261,0.013068755892807992,1.9907549363311432,0.5308479310608618,0.8113419805119406,0.002846166069616629,-1.2018844947059293e-10
p1g_g036_t0_b0_p1,p1g_g036,train,1000.0,20.0,6.0,10,distributed,offset,62.713153584867825,58.08540765060299,0.9823398707688145,0.017660129316317517,0.7596347183425853,0.013068755892994624,2.986132404400905,0.796271896592259,1.2170129707340607,0.004269249104481787,-8.513197785608995e-11
p1g_g036_t0_b1_p0,p1g_g036,train,1000.0,120.0,4.0,10,distributed,offset,39.961073703255465,33.44083937007761,0.9377535851107828,0.06224641500870434,1.4564317522190964,0.04298642204931728,6.796564353103747,1.6707253736336725,2.6171109251980056,0.002285208909256653,-1.1948711464704331e-10
p1g_g036_t0_b1_p1,p1g_g036,train,1000.0,120.0,6.0,10,distributed,offset,59.941610552916245,50.161259053391376,0.9377535850778589,0.062246415006586175,2.1846476282568177,0.04298642204938356,10.194846529317317,2.506088060362117,3.925666387667775,0.0034278133653629084,-8.444506205407265e-11
p1g_g036_t1_b0_p0,p1g_g036,train,1400.0,20.0,4.0,10,distributed,offset,30.726231825476816,28.01594978912588,0.9871886263663501,0.012811373752202135,0.42529244438138253,0.015169895217311567,1.6780152608721437,0.5337390155741559,0.6149795450007218,0.0029082027987215042,-1.1855220971579428e-10
p1g_g036_t1_b0_p1,p1g_g036,train,1400.0,20.0,6.0,10,distributed,offset,46.08934773671581,42.02392468221967,0.987188626330947,0.012811373751756996,0.6379386665626038,0.015169895217616677,2.517022891312706,0.800608523361916,0.9224693174774075,0.004362304198423317,-8.270398255127986e-11
p1g_g036_t1_b1_p0,p1g_g036,train,1400.0,120.0,4.0,10,distributed,offset,29.73823947810871,24.492268626234967,0.9542741066003144,0.045725893517827854,1.0883538085191753,0.043869890713071395,5.034178635957687,1.215516256477656,1.9480695543159072,0.002493147200027579,-1.1814227374173925e-10
p1g_g036_t1_b1_p1,p1g_g036,train,1400.0,120.0,6.0,10,distributed,offset,44.60735921571376,36.73840293807171,0.9542741065660559,0.045725893516260996,1.6325307127258633,0.04386989071318117,7.551267953687955,1.823274384649153,2.922104331376545,0.003739720800467694,-8.231696805675408e-11
p1g_g037_t0_b0_p0,p1g_g037,train,1000.0,20.0,4.0,5,clustered,partly_aligned,44.06917564715877,38.66506897556891,0.9823784379759447,0.017621562144266033,0.5689504787781529,0.01470281303583932,3.2154859479775837,0.5057773912765811,0.7734135995115707,0.024468901473596816,-1.2021074066725923e-10
p1g_g037_t0_b0_p1,p1g_g037,train,1000.0,20.0,6.0,5,clustered,partly_aligned,66.10376346867906,57.99760346134933,0.9823784379414932,0.01762156214365611,0.8534257181547579,0.014702813036132335,4.823228921970269,0.7586660869156958,1.1601203992358933,0.036703352212271056,-8.5149304274168e-11
p1g_g037_t0_b1_p0,p1g_g037,train,1000.0,120.0,4.0,5,clustered,partly_aligned,42.22643917855436,33.393840041529465,0.9378895222940857,0.062110477825361346,1.468310091949749,0.043388720067600854,6.495075195904633,1.6715904638659254,2.5738804781927342,0.024487971657947583,-1.1944707722921777e-10
p1g_g037_t0_b1_p1,p1g_g037,train,1000.0,120.0,6.0,5,clustered,partly_aligned,63.33965876586518,50.09076006057359,0.9378895222611664,0.06211047782326162,2.2024651378530766,0.04338872006768314,9.742612793514866,2.5073856957078533,3.860820717157708,0.03673195748535818,-8.44279831232105e-11
p1g_g037_t1_b0_p0,p1g_g037,train,1400.0,20.0,4.0,5,clustered,partly_aligned,32.986451750042704,27.956993274866345,0.987227383903669,0.012772616214896455,0.5007610071574947,0.01789562331714201,3.220823472076063,0.5086679393298823,0.5770610717552813,0.024565568744606026,-1.1856549769762026e-10
p1g_g037_t1_b0_p1,p1g_g037,train,1400.0,20.0,6.0,5,clustered,partly_aligned,49.47967762354233,41.935489910820145,0.9872273838682842,0.012772616214441269,0.7511415107301471,0.01789562331762757,4.831235208120631,0.7630019089959887,0.8655916076153289,0.036848353120831234,-8.27255416946393e-11
p1g_g037_t1_b1_p0,p1g_g037,train,1400.0,120.0,4.0,5,clustered,partly_aligned,32.002223825438364,24.443972108822578,0.9544124386058711,0.045587561512175,1.109254920008601,0.044784877990664274,4.880349995473466,1.2163238315355898,1.9047628984569656,0.02458449611179958,-1.18046107611125e-10
p1g_g037_t1_b1_p1,p1g_g037,train,1400.0,120.0,6.0,5,clustered,partly_aligned,48.00333573668769,36.66595816196203,0.9544124385716161,0.04558756151065155,1.6638823799596738,0.044784877990788015,7.320524992999822,1.8244857472318472,2.85714434758205,0.036876744172559484,-8.22676463988851e-11
p1g_g038_t0_b0_p0,p1g_g038,train,1000.0,20.0,4.0,4,clustered,offset,43.046314042504434,38.687458464025525,0.9823636864143577,0.017636313705800644,0.5449504747583794,0.014073403871275796,2.2645551538890913,0.5140651805253924,0.7784626652996849,0.0038577864911530924,-1.201583173238152e-10
p1g_g038_t0_b0_p1,p1g_g038,train,1000.0,20.0,6.0,4,clustered,offset,64.56947106169065,58.03118769403218,0.982363686379915,0.01763631370518907,0.8174257121249089,0.014073403871544089,3.3968327308364223,0.771097770788856,1.1676939979204235,0.005786679738832845,-8.510407193777307e-11
p1g_g038_t0_b1_p0,p1g_g038,train,1000.0,120.0,4.0,4,clustered,offset,41.20142221533621,33.41181681919232,0.9378375276678936,0.062162472451701485,1.457453208470792,0.04304208720803115,6.649592195482967,1.6671508863765325,2.5796632258762884,0.003244595293438124,-1.1959511853065763e-10
p1g_g038_t0_b1_p1,p1g_g038,train,1000.0,120.0,6.0,4,clustered,offset,61.802133321033125,50.11772522705454,0.9378375276349707,0.06216247244954096,2.186179812637297,0.043042087208162966,9.974388292881883,2.500726329480244,3.8694948386917645,0.0048668929427435614,-8.451167543555016e-11
p1g_g038_t1_b0_p0,p1g_g038,train,1400.0,20.0,4.0,4,clustered,offset,31.96361929981515,27.979543557604764,0.9872125595295067,0.012787440589022953,0.4743862454793669,0.016936954141635888,2.2694644317962798,0.5169604713488525,0.5821241438542302,0.0036403529012432045,-1.1852965831060658e-10
p1g_g038_t1_b0_p1,p1g_g038,train,1400.0,20.0,6.0,4,clustered,offset,47.94542894821154,41.96931533493091,0.9872125594941003,0.012787440588570976,0.7115793682120881,0.01693695414206527,3.4041966476943344,0.7754407070242451,0.8731862157616774,0.005460529348511045,-8.267118933869e-11
p1g_g038_t1_b1_p0,p1g_g038,train,1400.0,120.0,4.0,4,clustered,offset,30.977782947163007,24.462445048378658,0.9543595279839061,0.04564047213433566,1.0959755503435007,0.04420963560843425,4.886519180891469,1.2119142396527423,1.9105979651509983,0.0031734881975467033,-1.1824177054142737e-10
p1g_g038_t1_b1_p1,p1g_g038,train,1400.0,120.0,6.0,4,clustered,offset,46.46667441928628,36.69366757128525,0.9543595279496365,0.04564047213275937,1.6439633254643673,0.04420963560861099,7.329778771087149,1.8178713594138571,2.8658969476305174,0.004760232290834665,-8.23958494026537e-11
p1g_g039_t0_b0_p0,p1g_g039,train,1000.0,20.0,4.0,7,mixed,offset,41.84608926935039,38.67440279085684,0.9823722882887049,0.017627711831445184,0.5089150537549713,0.013149520460160964,1.8719859689971372,0.5053943480319276,0.7986769930451487,0.02809656926427806,-1.201501155512208e-10
p1g_g039_t0_b0_p1,p1g_g039,train,1000.0,20.0,6.0,7,mixed,offset,62.769133901981604,58.01160418429352,0.9823722882542701,0.01762771183084626,0.7633725806155756,0.013149520460321683,2.8079789534003794,0.7580915220488009,1.1980154895284727,0.04214485389422862,-8.511643935967446e-11
p1g_g039_t0_b1_p0,p1g_g039,train,1000.0,120.0,4.0,7,mixed,offset,40.001892555983716,33.4013342691338,0.93786784657608,0.06213215354336028,1.4540048678569575,0.04296226972610956,6.599362313651568,1.6790477602837655,2.6005433738770307,0.027530084705006175,-1.1944030486876756e-10
p1g_g039_t0_b1_p1,p1g_g039,train,1000.0,120.0,6.0,7,mixed,offset,60.00283883202616,50.102001401978484,0.9378678465431536,0.06213215354125451,2.1810073017127345,0.04296226972615582,9.899043470138679,2.5185716403350966,3.9008150606839536,0.04129512705827665,-8.440809162735263e-11
p1g_g039_t1_b0_p0,p1g_g039,train,1400.0,20.0,4.0,7,mixed,offset,30.76311746997237,27.966394122675034,0.9872212038620489,0.01277879625644891,0.42865606750515406,0.01531656620957041,1.5331871792511151,0.5082839484076658,0.6023102375963845,0.028146648462950452,-1.184978330737163e-10
p1g_g039_t1_b0_p1,p1g_g039,train,1400.0,20.0,6.0,7,mixed,offset,46.14467620347159,41.94959118255586,0.9872212038266683,0.012778796256014795,0.6429841012460332,0.015316566209823685,2.2997807688812486,0.7624259226117829,0.9034653563620623,0.04221997269672784,-8.268313117509862e-11
p1g_g039_t1_b1_p0,p1g_g039,train,1400.0,120.0,4.0,7,mixed,offset,29.77774389095947,24.451673178288978,0.9543903810240648,0.04560961909400456,1.0863919722305728,0.04385892519821417,4.836979733872909,1.2237842526726013,1.931423713506831,0.027726122276817478,-1.180693737223848e-10
p1g_g039_t1_b1_p1,p1g_g039,train,1400.0,120.0,6.0,7,mixed,offset,44.666615834999675,36.67750976615866,0.9543903809897984,0.04560961909246795,1.6295879582912445,0.04385892519827177,7.255469600560048,1.8356763789385582,2.897135570158582,0.04158918341443041,-8.22663973979824e-11
p1g_g040_t0_b0_p0,p1g_g040,train,1000.0,20.0,4.0,9,mixed,partly_aligned,42.33486020860016,38.69333254272746,0.9823598162128158,0.017640183907349366,0.5387894154235413,0.013914415047980877,2.3898057706661007,0.5224511418600173,0.8090188998787653,0.0636711572007016,-1.201651278481819e-10
p1g_g040_t0_b0_p1,p1g_g040,train,1000.0,20.0,6.0,9,mixed,partly_aligned,63.50229031085178,58.03999881210163,0.9823598161783508,0.01764018390675361,0.8081841231183478,0.013914415048165853,3.584708655914085,0.7836767127908502,1.213528349776766,0.0955067358153201,-8.510434949352923e-11
p1g_g040_t0_b1_p0,p1g_g040,train,1000.0,120.0,4.0,9,mixed,partly_aligned,40.49004228221622,33.41653318450237,0.9378238864215935,0.06217611369787972,1.4683765962271296,0.04336725011877986,6.775980474713322,1.6779138932684532,2.6120090786106402,0.06367721540937055,-1.194732507370233e-10
p1g_g040_t0_b1_p1,p1g_g040,train,1000.0,120.0,6.0,9,mixed,partly_aligned,60.73506342137142,50.12479977502987,0.9378238863886669,0.062176113695767476,2.202564894268955,0.043367250118859994,10.163970711730144,2.5168708398132935,3.9180136177856753,0.09551582312769824,-8.443438540931918e-11
p1g_g040_t1_b0_p0,p1g_g040,train,1400.0,20.0,4.0,9,mixed,partly_aligned,31.251848175534292,27.985459822080472,0.9872086702249201,0.012791329893571898,0.4628150727437874,0.01652534242502725,2.2305316167617093,0.5253435755844862,0.6126598853993528,0.06350009708228299,-1.1849199052504922e-10
