sample_id,role,driver_category,input_fingerprint,full_fingerprint,provenance_source_id,grid_shape,bottom_node_count,bottom_q_nonzero_count,bottom_mask_matches_bc,bottom_mask_matches_metadata,bottom_temperature_label_pass,is_clean_role,is_hard_role,P_array_W,P_bottom_W,P_operator_W,P_identity_error_W,bottom_q_abs_max_W_m3,bottom_temperature_label_max_abs_error_K,T_bottom_K,T_inf_K,T_inf_minus_T_bottom_K,cv_weight_sum_m3,Lx_m,Ly_m,Lz_m,top_area_m2,s_y_cv_rms_deltaT_K,target_cv_mean_deltaT_K,target_max_deltaT_K,q_operator_cv_rms_W_m3,q_active_cv_fraction,q_rms_to_mean_concentration,source_z_centroid_m,source_z_centroid_normalized,harmonic_kx_W_mK,harmonic_ky_W_mK,harmonic_kz_W_mK,anisotropy_xy_over_z,top_h_W_m2K,R_top_K_W,R_z_K_W,R_series_K_W,R_centroid_bottom_K_W,R_centroid_top_K_W,operator_1d_face_conductance_min_W_K,operator_1d_face_conductance_max_W_K,operator_1d_top_robin_conductance_W_K,raw_constant_unitless,pred_constant_K,log_residual_constant,raw_power_only_W,pred_power_only_K,log_residual_power_only,raw_q_rms_lz2_over_kz_K,pred_q_rms_lz2_over_kz_K,log_residual_q_rms_lz2_over_kz,raw_legacy_p_array_r_series_K,pred_legacy_p_array_r_series_K,log_residual_legacy_p_array_r_series,raw_source_centroid_two_path_K,pred_source_centroid_two_path_K,log_residual_source_centroid_two_path,raw_legacy_z_collapsed_1d_K,pred_legacy_z_collapsed_1d_K,log_residual_legacy_z_collapsed_1d,raw_z_collapsed_1d_operator_K,pred_z_collapsed_1d_operator_K,log_residual_z_collapsed_1d_operator,selected_or_best_physics_candidate,selected_or_best_physics_prediction_K,selected_or_best_physics_log_residual
sample_0039,hard_train_holdout,source_driven,cfb8a675d6de9b5decbe7073c9a7670f6df28f7765efd58c24f0841e43e91725,d0f27b0b042bd581f5d0c0caf8c260ac7f63bdc595c570467fdd0021adb7884a,sample_0039,16x16x4,256,0,1,1,1,0,1,1.8434704899548153,0,1.8434704899548153,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,2.284246975980992,0.76811639985850033,19.867033408650059,59331453.224313647,0.047407407407407405,6.4369300780906897,0.00078113298883440816,0.39056649441720409,9.1204143652527669,9.1204143652527669,8.7814903115870333,1.0385952772980378,268.51238816232348,37.242229561321807,2.277517743612417,39.519747304934221,0.53238631989758867,39.187493988009898,3.6438769496489503,8.1343368592266501,0.026851238816232349,1,0.34961547520982422,-1.8769577897454233,1.8434704899548153,0.65358864398769012,-1.2513135291864261,27.025687494536893,1.2609174705672148,-0.5941968118055948,72.853487927117584,1.0033305618962634,-0.82271139118008318,0.96828373711273696,0.61285613869399869,-1.315661473650676,0.72004954709884883,0.69219852003472393,-1.1939189048826919,0.49079999676572927,1.0856434446322003,-0.74386357129617886,z_collapsed_1d_operator,1.0856434446322003,-0.74386357129617886
sample_0040,train,source_driven,00fe6f89f0bd319d10e863cfaa2f45a15beda7ed2bf5097501ca0d9d00028d7c,3e86f4236e92ce491f5f31f75b642a73c5a1dd225c79d9f6fe9752329c2754af,sample_0040,16x16x4,256,0,1,1,1,1,0,1.8889033082570794,0,1.8889033082570794,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.76043712359357896,0.32856875383985051,6.7832444224178516,87450176.237800926,0.023703703703703699,9.2593597412344604,0.00066666666666666675,0.33333333333333337,35.845466212329065,35.845466212329065,16.992837234393267,2.1094456280542921,924.90797122688616,10.811886491512281,1.1769664902998231,11.988852981812105,0.22222222222222221,11.66457079486325,2.7863963963963965,4.5,0.092490797122688623,1,0.34961547520982422,-0.77705952228486286,1.8889033082570794,0.66543794949739554,-0.13344803599475408,20.585185400541111,1.0319302681646121,0.30529294358976361,22.645784059552636,0.50963074207625747,-0.40020700222713707,0.41190899536142783,0.29313664721723603,-0.95325455750671517,0.27573718428191157,0.29861222372809337,-0.93474760949497437,0.36760975581200034,0.84371463213821463,0.10392089328147668,z_collapsed_1d_operator,0.84371463213821463,0.10392089328147668
sample_0041,train,source_driven,df4553f196f55c4a8f6d6c32bdca7e6ae6c0eded8057c64b649e0db883e6a29c,ae09f3e510c517775778ae46263bee69283406c8b45ea643437cec9c88f62579,sample_0041,16x16x4,256,0,1,1,1,1,0,1.1346669652415462,0,1.1346669652415462,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.27304347982239474,0.18342357669689824,0.94936217025372116,33449802.42100931,0.037037037037037021,5.8959683229851629,0.00066666666666666643,0.3333333333333332,4.46564130530985,4.46564130530985,4.4018032653335002,1.0145027017629589,1710.3792995172441,5.8466563544253063,4.5435924311998326,10.39024878562514,1.6288821448979269,8.0422833412545174,4.2183925948784964,14.123590683072301,0.17103792995172443,1,0.34961547520982422,0.2472028590239625,1.1346669652415462,0.45683769878228508,0.51469713366673286,30.396453821045547,1.3748882883120002,1.6164967126840728,11.789472057689938,0.34906631944093852,0.24563088194891744,1.5369460704808868,0.91304696904882054,1.2071562747609919,0.97601517057352183,0.90350082787554453,1.1966459770781408,0.19368608912173244,0.48243460725315818,0.56921433333309979,z_collapsed_1d_operator,0.48243460725315818,0.56921433333309979
sample_0042,train,source_driven,2fac7433d8e3e83647054e0dc8d759a0c64a58995c9d40193b3f99bc6535bbde,a993078318a9efcb70b1934985aefb2ea7b681be1f45288920a2d334c40a2edd,sample_0042,16x16x4,256,0,1,1,1,1,0,2.3768073533835095,0,2.3768073533835095,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.48978575337442781,0.23277540412468145,4.6400739435512151,61633332.592418268,0.080000000000000002,5.1862287033637795,0.0013333333333333329,0.66666666666666641,56.62161449399602,56.62161449399602,40.897158904319781,1.3844877250878016,234.83839906771192,42.582473904178926,0.48903152531428024,43.071505429493207,0.34401263184398873,42.740571240917788,23.821022240549514,24.064081503844932,0.023483839906771192,1,0.34961547520982422,-0.33713414920086993,2.3768073533835095,0.78839965179268601,0.47603707613831908,6.0281285295745288,0.41780710592041215,-0.15894820055168454,102.37267082611721,1.2220494776361701,0.91431657049896076,0.81112314101889982,0.52600788730776182,0.071348150030075566,0.53775840416208553,0.53603304389390349,0.090227750749478419,0.15119464119806228,0.38869574096675602,-0.23117117680054181,z_collapsed_1d_operator,0.38869574096675602,-0.23117117680054181
sample_0043,train,source_driven,da84dbb0f84994fd33e94078e388a75f4814278a701239359b9613fba27afba7,b10af8aa2b46f61c14e99879c637c5c7ea2f0f10b5166b89530e057f0d71c272,sample_0043,16x16x4,256,0,1,1,1,1,0,7.9261406726716324,0,7.9261406726716324,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.64235605822104269,0.40748993396974992,3.6481304864461208,83584799.656591505,0.36296296296296282,2.1090920060195684,0.00082179758370326333,0.41089879185163164,29.536177183349373,29.536177183349373,29.450572177452511,1.002906734897409,723.46639214136565,13.82234214142458,0.67910395354940134,14.50144609497398,0.27043613390828236,14.234742664362251,26.792891496020268,26.933888246903784,0.072346639214136574,1,0.34961547520982422,-0.60830884949680397,7.9261406726716324,1.917610433279227,1.0936923661331488,11.352553580685186,0.66583766850947768,0.035903142081146575,114.94050170592848,1.3069005981833208,0.71027089954168632,2.1035509161034507,1.1969989276427997,0.62243005191407219,1.4110600745784925,1.2478038505093842,0.66399760773768546,0.30624564106455704,0.71945818643199499,0.11335565210839449,z_collapsed_1d_operator,0.71945818643199499,0.11335565210839449
sample_0044,train,source_driven,edb9d5b3582bbafc33a2b0f5db5173db354ef3e1fb6100009cb8915a05e277c8,c2a2fcdf5fcd2eab2c42abb6cbf11b6a2230a6200995689883571d56ca8354e3,sample_0044,16x16x4,256,0,1,1,1,1,0,0.72986764258633929,0,0.72986764258633929,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.18215646103106603,0.058681290599111445,1.733243897170837,13033446.749072427,0.094814814814814796,3.5714548744447581,0.00066666666666666675,0.33333333333333337,14.738595527130233,14.738595527130233,14.738595527130233,1,2178.7867539609524,4.5897102971735873,1.3569814005130121,5.9466916976865996,0.49102479670287991,5.5148370104135473,20.695385585773352,21.758725288608098,0.21787867539609526,1,0.34961547520982422,0.65196791451412051,0.72986764258633929,0.32987309181933233,0.59384201648807966,3.5372289646136132,0.28218163670135293,0.43768497160954178,4.3402978505782741,0.19557906618691162,0.071098734527089813,0.32908257081784986,0.24151608120613727,0.28207006595907935,0.21404595801012666,0.23920577702843729,0.27245817947961437,0.030428292514023087,0.095994919581070315,-0.64057072472494681,z_collapsed_1d_operator,0.095994919581070315,-0.64057072472494681
sample_0045,test_iid,source_driven,08f14a83a39f18c628b1f8cc9a60d1882ebb58a273c9ed3abf965c6b0c16067a,7ed7aa2d9fa730f57c1dffa4253d53ebbda8da515c981bd7b6f7b044421ca531,sample_0045,16x16x4,256,0,1,1,1,1,0,0.46138000013467395,0,0.46138000013467395,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.18616016226941454,0.14441150124613553,0.52805108131235556,3614144.9619148807,0.42666666666666658,1.5666673721704172,0.0010265449508648412,0.51327247543242061,11.307556249084023,11.307556249084023,11.025366794931838,1.0255945638272916,470.80896041981958,21.240037553837155,1.8139986063042945,23.05403616014145,1.1209718766912795,21.942885165666979,4.8574118314777479,7.5008919278006987,0.047080896041981964,1,0.34961547520982422,0.63022651761597581,0.46138000013467395,0.23515376753925757,0.23363223945789632,1.3112107847790562,0.13590288975427747,-0.3146668059006324,10.63667120667084,0.32885230031894397,0.56900132410297333,0.49205684161494923,0.34173830363551644,0.60743785944396711,0.2928478738958849,0.3147812353210877,0.52527051585080553,0.083037192491723005,0.23044968843738406,0.21342517653065937,z_collapsed_1d_operator,0.23044968843738406,0.21342517653065937
sample_0046,train,source_driven,4342794d9acdfcb4c5eae82cef31f5d8481d7fa38be84ddb556fb5cada24aec6,85f07709f256fcbcd2ad563add2bb43512a4c6a6a3789135ea5f4b7433953b2c,sample_0046,16x16x4,256,0,1,1,1,1,0,1.3042233093077087,0,1.3042233093077087,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.31635724278846211,0.19567503908995135,1.0415754803730124,28364157.622749023,0.10666666666666665,4.3495860594310241,0.0012332719909738099,0.61663599548690495,38.456273237625403,38.456273237625403,38.456273237625403,1,1393.1688165938681,7.17788101548871,0.52007119557368109,7.6979522110623915,0.36948692030099661,7.3469233069283426,6.2811017613683493,11.888296469456513,0.13931688165938683,1,0.34961547520982422,0.09996181808678567,1.3042233093077087,0.50628799327612928,0.47023357386219722,2.9502762732606849,0.24689651794888093,-0.24790279702025045,10.039848707604385,0.31802571644660793,0.005260158650151699,0.45881882170042143,0.32172560724585814,0.016826940657385086,0.26344119394184762,0.28691619874804886,-0.097681907492032941,0.23519901197381801,0.57148848904048311,0.5913722511813394,z_collapsed_1d_operator,0.57148848904048311,0.5913722511813394
sample_0047,train,source_driven,639827c847bc7284e0bb49c7a3b84ac11d4221046e2061fb30e2493d2d52d98a,ca216270f9b48b0118d3269f70bccfd3de2d96122d1f19a1e121aa820d03e71d,sample_0047,16x16x4,256,0,1,1,1,1,0,1.8592334321190243,0,1.8592334321190243,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.5859899960585742,0.74261544926671663,10.192643514996576,40113272.6995304,0.06222222222222222,4.3150334978445501,0.0013333333333333337,0.66666666666666685,11.495826707167293,11.495826707167293,11.367225271995419,1.0113133532673713,1805.0082866159873,5.5401407706265466,1.7594443253686984,7.2995850959952451,1.1635340940872487,6.1489197497402666,4.1771139116467761,4.5345532625835965,0.18050082866159875,1,0.34961547520982422,-1.5121301862435055,1.8592334321190243,0.6577083439279211,-0.88020250776704057,14.115414004631178,0.78165293702251271,-0.70755326703825594,13.571632651072116,0.37874852933779252,-1.4320916206400054,1.8190671072384845,1.0559531826640043,-0.4067649658346057,1.2035717915108881,1.085541979163003,-0.37912943329762994,0.60157859028051841,1.2965516142071034,-0.20150067991509049,z_collapsed_1d_operator,1.2965516142071034,-0.20150067991509049
sample_0048,train,source_driven,ca8b0fbf413be6ec2145155304c1c547b9ade89bc6a33701291cb81dd3e2f70f,a1b4786c311c1f8cbb12a1b0fed8b9be10ca16345d61b5e8e37ebb0b63ccf240,sample_0048,16x16x4,256,0,1,1,1,1,0,0.25482556890282609,0,0.25482556890282609,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.028101220190181068,0.013267319723780898,0.15468101015244429,8295707.1986474274,0.037037037037037028,6.5108907511638856,0.0013333333333333331,0.66666666666666652,5.1067174925802901,5.1067174925802901,5.0824519581636993,1.0047743755605234,208.09753912193648,48.05438854392419,3.9351085193977986,51.989497063321991,2.2041340443416799,49.623267283646449,1.067924514486138,15.391539765278488,0.020809753912193647,1,0.34961547520982422,2.5210209097409595,0.25482556890282609,0.1517360843910654,1.686329726317165,6.5289016143654282,0.44308917791554775,2.7579580558008034,13.248253166132834,0.37349021649762432,2.5870788115786079,0.53778282373779818,0.36897096241203253,2.5749049497587206,0.35679400628207764,0.37422893159744286,2.589054728183243,0.025105646320998327,0.081171583157792687,1.0607522262709652,z_collapsed_1d_operator,0.081171583157792687,1.0607522262709652
sample_0049,hard_train_holdout,source_driven,52d9f86cbf7fee21c3a1d1b26bc5de2dd6ab909d82e88bffad42268069268527,0646cca578cc30a439627cc38d1843c47cb3b039545104caffcc794783f9ed78,sample_0049,16x16x4,256,0,1,1,1,0,1,1.1562192485869836,0,1.1562192485869836,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,16.838204113837175,6.4520152096583807,103.19278502597177,24644793.561612919,0.11259259259259258,4.2629965885330741,0.00098304878594281217,0.4915243929714061,0.91608598304024225,0.91608598304024225,0.91246641335487266,1.0039667977170377,1004.7846291540633,9.9523815451069186,21.918614983828103,31.870996528935024,10.991846590980142,20.871620983562327,1.4488245256575034,5.1160921598260742,0.10047846291540634,1,0.34961547520982422,-3.874571729761989,1.1562192485869836,0.46322560222947418,-3.5931914407905556,108.03594828658386,3.4972944663023626,-1.5716606991144,36.849859658403616,0.67582982517101164,-3.2154643315990552,8.3248036065736883,3.9226011018956117,-1.4568953789011347,4.4134327562123676,3.3877112042004272,-1.6034958266901664,0.33347358233707436,0.77495066610747154,-3.078606267346351,z_collapsed_1d_operator,0.77495066610747154,-3.078606267346351
sample_0050,train,source_driven,adf08f09e91d6aaf3f2140c1ce483dad2533d1f0490d723dd7c0265be5abe0d5,f330629797ac74abff6de2056d96238afa3c7b3e2fb54fce55944204cac48c50,sample_0050,16x16x4,256,0,1,1,1,1,0,5.0255612926785709,0,5.0255612926785709,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.3331944128995597,0.1942504070271929,1.2032468369263825,60211492.680355459,0.25481481481481472,2.3962096639065518,0.0010137178401732545,0.50685892008662725,33.348722540014862,33.348722540014862,33.131253117814865,1.0065638755475586,1510.2408606633139,6.6214603646784482,0.60365963004417378,7.2251199947226219,0.1806290329213768,7.041098674590125,9.7517032122392173,32.82341479097186,0.15102408606633139,1,0.34961547520982422,0.048107766132440166,5.0255612926785709,1.3700323403715571,1.4138634825105976,7.2694494791661706,0.47956091136110846,0.36414477510508786,36.310283380436012,0.67007517214342993,0.69866376117679463,0.88505742926743058,0.5671275731566936,0.53185813302521967,0.70224746348694933,0.67718602180451259,0.70921986673951198,0.25340202390177341,0.6098858182161474,0.6045456142505895,z_collapsed_1d_operator,0.6098858182161474,0.6045456142505895
sample_0051,train,source_driven,7559bf8448d82b37f8e0ae45c7c5973e0ed6cc407ab200fbc1253d9c0ccf78a3,5fc5faf4c2f30650be62c0b32551e7cdc6d7d7f072cce7613ac84218d34ad3a7,sample_0051,16x16x4,256,0,1,1,1,1,0,0.41814963667539196,0,0.41814963667539196,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.25464103221991158,0.17687577730528298,0.79404190815375841,5759695.0200422043,0.18962962962962959,2.7548487502398267,0.0011323290388664706,0.56616451943323531,34.67465753424657,34.67465753424657,18.373298768632541,1.8872309197651653,306.27647252829826,32.650238908168355,1.0885361552028214,33.738775063371179,0.85513808543672454,32.93946256187953,3.122486486486487,4.5,0.030627647252829827,1,0.34961547520982422,0.316979071666384,0.41814963667539196,0.21868561059643674,-0.15221970626098058,1.2539272544515156,0.13150615279763092,-0.66080119675080595,14.107856534621433,0.38735315101831291,0.41948197524431013,0.3485275899103672,0.25378075976454956,-0.0033840928532854137,0.2050235160641562,0.23035088179358074,-0.1002511171752106,0.17127125460744394,0.43335550364539621,0.53170357912174648,z_collapsed_1d_operator,0.43335550364539621,0.53170357912174648
sample_0052,train,source_driven,401fd69864a1a447aca53ddcf607cbd53802b6d8d1ef6e550af7fb159a25c09a,7068c04c3dfd5f184f56ee0529e458043c64af7ce1686696ee03f35f574c869b,sample_0052,16x16x4,256,0,1,1,1,1,0,0.33508046091044053,0,0.33508046091044053,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.027614319304855688,0.022695351211044552,0.10195648881239094,2364806.7356692464,0.5392592592592591,1.4114859035611189,0.0010000000000000026,0.50000000000000133,49.523087555214175,49.523087555214175,49.523087555214175,1,603.88419384235704,16.559466371147451,0.40385204128683699,16.963318412434287,0.21337583171752239,16.749942580716766,19.339522535203692,22.040413899847739,0.060388419384235704,1,0.34961547520982422,2.5384994546977668,0.33508046091044053,0.18571170887874269,1.905861065451492,0.19100640548977735,0.032907621055714605,0.17536982039880908,5.6840765522090431,0.2286817195236967,2.1139967121337331,0.070598722028839239,0.06399244421778065,0.84043056371471891,0.045964563997557308,0.062174776459835393,0.81161494076635998,0.020031246776032723,0.066659366607244225,0.88126111741467827,z_collapsed_1d_operator,0.066659366607244225,0.88126111741467827
sample_0053,valid_iid,source_driven,c9e291b160916de8e421574b95f395f2ec12d678077119b060c7b5d2af90694c,cec32fc819ca0f6d4c841682e1ab5d9203c7752ec530535a714219c14f32dfd5,sample_0053,16x16x4,256,0,1,1,1,1,0,1.2023210060093878,0,1.2023210060093878,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.4663458019698718,0.26607816991056316,2.2564779659524561,35291280.958994776,0.047407407407407398,5.8705255555884754,0.00078858482701907556,0.39429241350953775,21.042396064630399,21.042396064630399,20.869526350174656,1.0082833559111559,1827.0627056446219,5.4732658978290578,0.958335118124644,6.431601015953702,0.52420747440559934,5.8289259537462348,3.3868377429288827,12.556721507712105,0.1827062705644622,1,0.34961547520982422,-0.28809351496906677,1.2023210060093878,0.47678616457622319,0.02214067483719185,6.7641747813216515,0.4547892216125643,-0.025093360830352001,7.732849003752456,0.2733560657948127,-0.53415220757112714,0.57826140331076359,0.39281371817494071,-0.17159192330398296,0.35733404941660518,0.37472500873366049,-0.21873497632157338,0.31310344518665206,0.7334921767028163,0.4528895085725731,z_collapsed_1d_operator,0.7334921767028163,0.4528895085725731
sample_0054,train,source_driven,8015f7829846a8023d365efa80310fdf36418a52978275255fb37fc19a382050,af4f791b833c2ffbc25825168bc0b873c8f7793f256946cd5823f18ca491e8d9,sample_0054,16x16x4,256,0,1,1,1,1,0,1.939046569924689,0,1.939046569924689,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.1004608430189236,0.86954559395019659,2.1586905638414464,36007951.879799783,0.094814814814814796,3.7139852583528521,0.00066666666666666654,0.33333333333333326,51.422936711096987,51.422936711096987,14.63947085627867,3.5126226361550756,398.1013818503265,25.119229562884769,1.3661695969989427,26.485399159883713,0.55138076370582212,25.944793106445122,2.484974087437994,7.8909408596294535,0.039810138185032651,1,0.34961547520982422,-1.146650410975171,1.939046569924689,0.67842944350288048,-0.48370383432545044,9.83859382167668,0.59924593537355331,-0.60781222881568087,51.356422394058754,0.81923731937439825,-0.29511051012663292,1.0469040913038536,0.65556021176972257,-0.51799416401924558,0.71117006659708371,0.68471628452920796,-0.47447974995554415,0.69839218144667004,1.4768022554210374,0.29415007173149527,z_collapsed_1d_operator,1.4768022554210374,0.29415007173149527
sample_0055,train,source_driven,5f1eddbb9ffb858a1523cb28c00b31df92b81efee1984ffcfc18c7f26b8bfc2c,00defa6aa5da161949bf8805bb2582a89ced60119405d3f45ea11330c9497b2f,sample_0055,16x16x4,256,0,1,1,1,1,0,1.4020212050072325,0,1.4020212050072325,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.1994804960475549,0.40023704391073389,9.7548494016435825,83275363.786781758,0.013333333333333334,11.879330139853653,0.0013333333333333333,0.66666666666666663,29.902158527859132,29.902158527859132,26.405447626599241,1.1324238449090906,698.64697085346745,14.313380601627737,0.75741946445373709,15.070800066081473,0.48642876140276442,14.618234052137817,11.28974727035251,11.68012138188624,0.069864697085346747,1,0.34961547520982422,-1.2328099138028012,1.4020212050072325,0.53403799947044572,-0.80917682559336745,12.614876288314873,0.71957993720380276,-0.51097620087498608,21.129581269070627,0.48956230851288152,-0.89613207809070838,0.66002092483181929,0.4402939593941525,-1.0022012287068105,0.41604329631889564,0.42813086923837762,-1.0302149039863671,0.18300204688062011,0.45913699426787946,-0.96029519409208008,z_collapsed_1d_operator,0.45913699426787946,-0.96029519409208008
sample_0056,train,source_driven,8f4caa3fef3da88c5dcfdd9c31c3770e7005e42083e06004861adff9ed8923ea,b07d8b77e6defac9a27527ff6a623be367e7fb5ab7b025c9c06c664fa7ace244,sample_0056,16x16x4,256,0,1,1,1,1,0,1.1305074015879357,0,1.1305074015879357,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.23792676646294614,0.078524208438402118,2.8405391861584803,51551728.356532671,0.032592592592592583,9.120104527245374,0.00066666666666666664,0.33333333333333331,8.2211610467692928,8.2211610467692928,8.0200106314145252,1.0250810659236358,1619.6719712804827,6.1740896782292189,2.4937622802717545,8.6678519585009735,0.83460696646908683,8.099219203726939,8.8640297100157426,9.4826449867595457,0.16196719712804827,1,0.34961547520982422,0.38487098589231528,1.1305074015879357,0.45560119576895203,0.64965493378849559,25.711551131667395,1.2154828026901863,1.6309337229302929,9.7990707949538347,0.31358164351695933,0.27609682967575311,0.855383898186172,0.55068307891215362,0.83919654690486167,0.5396187675005788,0.53765691188836151,0.81525772410973329,0.11289810857199671,0.30127010117777109,0.23604428609640199,z_collapsed_1d_operator,0.30127010117777109,0.23604428609640199
sample_0057,train,source_driven,403b68841f4a299a1a9b6eb699c4e0cd3a8214896b2a9610246a9771d9a8a94b,65725f786a6eee3121b349f5e75608e5d9a6402459e9fa3b08697993115b4a1a,sample_0057,16x16x4,256,0,1,1,1,1,0,1.2576005547743301,0,1.2576005547743301,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,1.5413307438555022,0.80017175145601949,8.0010865479831637,19710252.221538346,0.21481481481481479,3.1345807135200023,0.0013008725393220018,0.65043626966100088,11.008701756480933,11.008701756480933,11.008701756480933,1,395.36154975861416,25.293304333983528,1.8167446482257363,27.110048982209264,1.2464553921232251,25.893558333756506,4.3290816404149606,18.843132338828475,0.039536154975861416,1,0.34961547520982422,-1.4835675333821292,1.2576005547743301,0.49286810584754126,-1.14015983718681,7.1616990477318438,0.47431746160387095,-1.1785245939265205,34.093612639985636,0.64604719100229013,-0.86952888945651041,1.4955506776983423,0.89178869974778696,-0.54717222083033346,1.0180687287778429,0.93750811118675437,-0.49717603191847198,0.40529279436220056,0.91868406501360811,-0.51745915967798517,z_collapsed_1d_operator,0.91868406501360811,-0.51745915967798517
sample_0058,train,source_driven,81793bedef4cf46ed42ee501777c2f42b00d57f1a598043fb33609acd4e121e1,26ecec61931e047ac3c1776f0ac7f7374a571fec5d47fa6578284a54e12719f8,sample_0058,16x16x4,256,0,1,1,1,1,0,0.95810342253416403,0,0.95810342253416403,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.11955150191198941,0.045421972354167034,1.3081388690397944,16154426.337649576,0.094814814814814796,3.3721675463639302,0.00066666666666666697,0.33333333333333348,24.708442276859749,24.708442276859749,24.708442276859749,1,1422.6138849525787,7.0293142122209344,0.809439938620924,7.8387541508418588,0.30707353736656445,7.535159012478216,22.496259545879319,24.313707263704664,0.14226138849525788,1,0.34961547520982422,1.073086651405937,0.95810342253416403,0.40322997347135325,1.2157597960907229,2.6152075726406623,0.22592771967450431,0.63646786679836154,7.5103371803254699,0.26876812489940893,0.81010176178388871,0.28268807502699711,0.21183644404764398,0.57206722970880364,0.19010152275370004,0.215598318101484,0.58966978112080704,0.036500986675799534,0.11250847005328116,-0.060718748697209696,z_collapsed_1d_operator,0.11250847005328116,-0.060718748697209696
sample_0059,valid_iid,source_driven,0b37d76850a0d4ae7c6c123f5d2505c406f0bf92a93a185e80ddbcad6a5264a4,33f86442dc601aea635155b0d7cf9ca881d804691049d26ed220e134ce26d25d,sample_0059,16x16x4,256,0,1,1,1,1,0,0.86172556901522668,0,0.86172556901522668,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.69624271823774964,0.56614177021870549,1.4945081920557186,6248568.8621643428,0.5007407407407406,1.4502456667974144,0.00099716193190474553,0.49858096595237278,9.0005449510677309,9.0005449510677309,7.9263467007045794,1.1355224911203625,1501.3074099412408,6.6608610160602524,2.5232305316927639,9.1840915477530167,1.2011830340724252,7.9832321300139952,1.6824103145051756,1.8628680999967311,0.1501307409941241,1,0.34961547520982422,-0.68886442436536155,0.86172556901522668,0.37288392011345639,-0.62443116756238537,3.1533159464795562,0.25929550999291495,-0.98772995612437331,7.9141665148754026,0.27705373887433099,-0.92148684211379106,0.89971594966103141,0.57522301661607089,-0.19094051205586041,0.58087588868215334,0.57349544160598731,-0.19394834448020037,0.49004147391080088,1.0841796815800093,0.44288059353702364,z_collapsed_1d_operator,1.0841796815800093,0.44288059353702364
sample_0060,train,source_driven,090911320ea5dd1288827ddff9a857cf6203a62299735b0dc3b29ac24b1fa5bc,c00acb6baae5d315c98229b8762463133f85e4ecedd4f7accff2ac05be4cf2ee,sample_0060,16x16x4,256,0,1,1,1,1,0,1.4630999592010712,0,1.4630999592010712,0,0,0,300,300,0,2.0000000000000004e-07,0.01,0.01,0.002,0.0001,0.87250902781137896,0.33053825292197964,5.3974111531037465,56709053.596568219,0.026666666666666665,7.7519042003848231,0.00092074475996390792,0.46037237998195396,31.163434903047083,31.163434903047083,25.526742301458665,1.220815195884448,254.95341654450553,39.222851513560187,0.78349206349206357,40.006343577052249,0.36667401552001821,39.638640780991373,4.2049369369369369,4.3010810810810813,0.025495341654450554,1,0.34961547520982422,-0.91453909280878543,1.4630999592010712,0.55111106760531914,-0.45943663764401471,8.8862186842114532,0.55597180355983444,-0.45065542114205109,58.533279655369178,0.8837770899814168,0.012831869100489973,0.53156355183993986,0.36528626097627476,-0.87069167823920868,0.35413659207081483,0.37178650197921248,-0.85305323097716201,0.38649137050572552,0.88139583221281081,0.01013382271286797,z_collapsed_1d_operator,0.88139583221281081,0.01013382271286797
